athlete_id,date,communication_type,platform,duration_minutes,contact_id,sentiment
ATH_043,2023-06-22,Email,Email,0,CONTACT_047,Positive
ATH_043,2024-11-07,Email,Email,0,CONTACT_009,Positive
ATH_043,2024-10-26,Email,WhatsApp,0,CONTACT_032,Positive
ATH_043,2024-05-06,Email,Discord,0,CONTACT_050,Positive
ATH_043,2024-10-07,Group chat,Strava,45,CONTACT_036,Neutral
ATH_043,2024-11-16,Message,WhatsApp,0,CONTACT_003,Positive
ATH_043,2024-10-11,Email,Email,0,CONTACT_028,Positive
ATH_043,2024-09-02,Group chat,Instagram,6,CONTACT_005,Positive
ATH_043,2023-04-25,Message,Phone,0,CONTACT_038,Negative
ATH_043,2023-09-16,Social media,Phone,0,CONTACT_008,Positive
ATH_043,2024-01-20,Email,WhatsApp,0,CONTACT_019,Neutral
ATH_043,2024-05-30,Message,Email,0,CONTACT_028,Neutral
ATH_043,2024-04-01,Message,Instagram,0,CONTACT_041,Neutral
ATH_043,2023-11-24,Email,WhatsApp,0,CONTACT_013,Neutral
ATH_043,2023-01-19,Group chat,Instagram,44,CONTACT_029,Positive
ATH_043,2023-11-07,Group chat,WhatsApp,38,CONTACT_027,Neutral
ATH_043,2024-08-18,Group chat,WhatsApp,30,CONTACT_067,Positive
ATH_043,2024-12-04,Call,WhatsApp,48,CONTACT_059,Neutral
ATH_043,2024-10-02,Email,Discord,0,CONTACT_040,Positive
ATH_043,2023-05-09,Group chat,Discord,9,CONTACT_073,Neutral
ATH_043,2024-12-07,Message,Strava,0,CONTACT_016,Positive
ATH_043,2024-01-20,Group chat,Discord,42,CONTACT_024,Neutral
ATH_043,2024-08-06,Group chat,WhatsApp,47,CONTACT_062,Neutral
ATH_043,2023-09-03,Call,Email,44,CONTACT_069,Negative
ATH_043,2023-12-07,Call,Instagram,16,CONTACT_020,Positive
ATH_043,2023-12-10,Message,Discord,0,CONTACT_029,Negative
ATH_043,2024-07-02,Email,Phone,0,CONTACT_046,Positive
ATH_043,2023-08-20,Call,Phone,42,CONTACT_016,Positive
ATH_043,2023-02-11,Email,WhatsApp,0,CONTACT_064,Negative
ATH_043,2023-10-12,Message,Strava,0,CONTACT_009,Positive
ATH_043,2023-10-15,Call,Email,11,CONTACT_043,Positive
ATH_043,2024-09-04,Group chat,WhatsApp,38,CONTACT_057,Neutral
ATH_043,2024-04-02,Call,WhatsApp,56,CONTACT_024,Positive
ATH_043,2024-06-01,Group chat,Phone,50,CONTACT_023,Positive
ATH_043,2024-01-29,Group chat,Email,23,CONTACT_010,Neutral
ATH_043,2023-04-29,Call,Discord,20,CONTACT_031,Negative
ATH_043,2023-05-01,Group chat,Phone,38,CONTACT_060,Negative
ATH_043,2024-11-12,Message,Instagram,0,CONTACT_031,Positive
ATH_043,2023-01-26,Call,Discord,6,CONTACT_072,Positive
ATH_043,2024-09-30,Social media,Discord,0,CONTACT_048,Neutral
ATH_043,2023-02-10,Call,WhatsApp,30,CONTACT_012,Positive
ATH_043,2024-11-11,Email,Phone,0,CONTACT_051,Neutral
ATH_043,2024-11-10,Message,Strava,0,CONTACT_020,Positive
ATH_043,2023-10-24,Social media,Strava,0,CONTACT_063,Negative
ATH_043,2024-05-09,Email,Email,0,CONTACT_059,Positive
ATH_043,2023-08-25,Message,Phone,0,CONTACT_038,Neutral
ATH_043,2023-08-27,Group chat,Strava,39,CONTACT_057,Positive
ATH_043,2024-06-14,Call,Email,7,CONTACT_072,Positive
ATH_043,2023-06-21,Email,Email,0,CONTACT_017,Neutral
ATH_043,2024-08-01,Social media,Email,0,CONTACT_039,Positive
ATH_043,2023-11-20,Email,Email,0,CONTACT_049,Neutral
ATH_043,2023-02-22,Email,Instagram,0,CONTACT_012,Positive
ATH_043,2023-10-28,Call,Phone,30,CONTACT_046,Neutral
ATH_043,2023-10-17,Message,Discord,0,CONTACT_013,Positive
ATH_043,2024-04-26,Message,WhatsApp,0,CONTACT_035,Positive
ATH_044,2023-04-03,Email,Instagram,0,CONTACT_017,Neutral
ATH_044,2023-11-25,Call,Instagram,25,CONTACT_017,Negative
ATH_044,2023-12-21,Email,Phone,0,CONTACT_017,Negative
ATH_044,2024-09-11,Message,WhatsApp,0,CONTACT_012,Positive
ATH_044,2024-12-28,Social media,Discord,0,CONTACT_011,Neutral
ATH_044,2024-08-03,Group chat,Strava,60,CONTACT_003,Neutral
ATH_044,2023-07-07,Group chat,Email,40,CONTACT_016,Positive
ATH_044,2023-08-13,Message,Email,0,CONTACT_006,Positive
ATH_044,2023-01-15,Group chat,WhatsApp,51,CONTACT_007,Positive
ATH_044,2023-03-16,Email,Discord,0,CONTACT_016,Positive
ATH_044,2024-07-13,Group chat,Phone,9,CONTACT_008,Positive
ATH_044,2024-08-14,Social media,Phone,0,CONTACT_021,Positive
ATH_044,2024-02-04,Email,WhatsApp,0,CONTACT_011,Neutral
ATH_044,2024-02-20,Group chat,Instagram,51,CONTACT_002,Positive
ATH_044,2024-11-29,Email,Phone,0,CONTACT_002,Positive
ATH_044,2024-02-27,Message,Discord,0,CONTACT_013,Negative
ATH_044,2024-08-09,Email,Discord,0,CONTACT_013,Negative
ATH_044,2024-03-25,Email,Email,0,CONTACT_011,Neutral
ATH_044,2024-06-17,Group chat,Discord,37,CONTACT_019,Positive
ATH_044,2024-02-27,Email,Instagram,0,CONTACT_016,Positive
ATH_044,2023-06-15,Email,Phone,0,CONTACT_014,Positive
ATH_044,2023-09-18,Call,Instagram,38,CONTACT_020,Positive
ATH_044,2024-10-05,Group chat,Discord,42,CONTACT_010,Negative
ATH_044,2024-12-10,Group chat,Strava,19,CONTACT_014,Negative
ATH_044,2023-11-01,Social media,Phone,0,CONTACT_015,Negative
ATH_044,2024-06-26,Social media,Instagram,0,CONTACT_016,Positive
ATH_044,2023-07-17,Message,Phone,0,CONTACT_008,Neutral
ATH_044,2023-07-13,Call,WhatsApp,46,CONTACT_021,Positive
ATH_044,2024-06-02,Email,Instagram,0,CONTACT_016,Negative
ATH_044,2024-06-14,Group chat,Instagram,54,CONTACT_003,Neutral
ATH_044,2023-10-10,Email,Instagram,0,CONTACT_019,Positive
ATH_044,2023-01-04,Social media,WhatsApp,0,CONTACT_008,Neutral
ATH_044,2024-03-16,Email,Discord,0,CONTACT_020,Neutral
ATH_044,2023-03-31,Group chat,Strava,36,CONTACT_001,Neutral
ATH_044,2023-04-11,Email,Instagram,0,CONTACT_006,Neutral
ATH_044,2024-03-23,Call,Instagram,57,CONTACT_012,Positive
ATH_044,2023-11-20,Call,Strava,15,CONTACT_013,Positive
ATH_044,2024-11-21,Email,Instagram,0,CONTACT_020,Neutral
ATH_044,2023-02-21,Social media,Email,0,CONTACT_002,Neutral
ATH_044,2023-12-23,Group chat,Email,26,CONTACT_015,Neutral
ATH_044,2024-03-01,Social media,WhatsApp,0,CONTACT_012,Positive
ATH_044,2024-09-27,Call,Instagram,10,CONTACT_008,Positive
ATH_045,2024-02-10,Email,Strava,0,CONTACT_017,Neutral
ATH_045,2023-12-08,Social media,Phone,0,CONTACT_016,Positive
ATH_045,2024-10-11,Email,Email,0,CONTACT_015,Positive
ATH_045,2023-06-30,Email,Phone,0,CONTACT_002,Positive
ATH_045,2023-01-28,Social media,WhatsApp,0,CONTACT_030,Negative
ATH_045,2024-08-24,Call,Strava,37,CONTACT_004,Neutral
ATH_045,2024-09-05,Social media,Discord,0,CONTACT_019,Positive
ATH_045,2024-11-18,Call,Instagram,46,CONTACT_023,Negative
ATH_045,2024-08-08,Email,Instagram,0,CONTACT_023,Positive
ATH_045,2023-02-22,Message,WhatsApp,0,CONTACT_041,Negative
ATH_045,2024-11-30,Email,Strava,0,CONTACT_030,Positive
ATH_045,2023-04-18,Social media,Email,0,CONTACT_023,Positive
ATH_045,2024-11-23,Social media,WhatsApp,0,CONTACT_035,Negative
ATH_045,2023-06-15,Call,Instagram,38,CONTACT_036,Negative
ATH_045,2023-08-21,Social media,Strava,0,CONTACT_010,Positive
ATH_045,2023-02-02,Message,WhatsApp,0,CONTACT_011,Positive
ATH_045,2023-02-21,Message,Instagram,0,CONTACT_028,Positive
ATH_045,2024-09-12,Call,Strava,35,CONTACT_034,Positive
ATH_045,2024-06-21,Group chat,Discord,34,CONTACT_025,Positive
ATH_045,2023-07-09,Group chat,WhatsApp,56,CONTACT_024,Positive
ATH_045,2024-12-01,Social media,WhatsApp,0,CONTACT_001,Negative
ATH_045,2023-10-15,Social media,Instagram,0,CONTACT_037,Negative
ATH_045,2023-12-11,Social media,Strava,0,CONTACT_012,Negative
ATH_045,2024-01-03,Message,WhatsApp,0,CONTACT_038,Neutral
ATH_045,2023-01-23,Message,Strava,0,CONTACT_003,Negative
ATH_045,2023-11-27,Email,Phone,0,CONTACT_015,Positive
ATH_045,2024-03-07,Call,Discord,56,CONTACT_006,Neutral
ATH_045,2023-02-28,Message,Discord,0,CONTACT_017,Neutral
ATH_045,2024-08-12,Group chat,WhatsApp,48,CONTACT_042,Positive
ATH_045,2024-10-19,Call,Phone,31,CONTACT_003,Positive
ATH_045,2023-05-14,Email,Instagram,0,CONTACT_029,Neutral
ATH_045,2023-03-17,Message,Discord,0,CONTACT_002,Positive
ATH_045,2024-09-03,Message,Email,0,CONTACT_041,Positive
ATH_045,2024-01-23,Group chat,Strava,14,CONTACT_038,Negative
ATH_045,2023-09-24,Group chat,Email,40,CONTACT_028,Positive
ATH_045,2024-03-22,Call,Strava,27,CONTACT_015,Positive
ATH_045,2024-02-27,Message,Instagram,0,CONTACT_029,Positive
ATH_045,2023-03-29,Social media,Email,0,CONTACT_029,Positive
ATH_045,2024-10-07,Message,Phone,0,CONTACT_018,Neutral
ATH_045,2024-04-10,Social media,Discord,0,CONTACT_027,Neutral
ATH_045,2023-03-05,Email,Instagram,0,CONTACT_015,Positive
ATH_045,2023-06-19,Email,Phone,0,CONTACT_024,Positive
ATH_045,2023-11-10,Message,Discord,0,CONTACT_029,Neutral
ATH_045,2023-07-04,Call,Strava,37,CONTACT_009,Negative
ATH_045,2023-04-16,Social media,Instagram,0,CONTACT_030,Positive
ATH_045,2023-06-14,Social media,Email,0,CONTACT_022,Positive
ATH_045,2024-07-26,Email,Discord,0,CONTACT_033,Negative
ATH_045,2024-07-20,Social media,Strava,0,CONTACT_008,Neutral
ATH_045,2024-10-18,Social media,WhatsApp,0,CONTACT_023,Neutral
ATH_045,2024-02-23,Call,Instagram,7,CONTACT_038,Negative
ATH_045,2023-03-03,Group chat,Phone,24,CONTACT_038,Positive
ATH_045,2023-07-18,Message,Email,0,CONTACT_016,Negative
ATH_045,2024-06-01,Call,Email,40,CONTACT_001,Positive
ATH_045,2024-12-01,Social media,WhatsApp,0,CONTACT_030,Neutral
ATH_045,2023-04-12,Social media,Phone,0,CONTACT_041,Neutral
ATH_045,2023-02-12,Message,Email,0,CONTACT_028,Positive
ATH_045,2023-06-10,Message,Instagram,0,CONTACT_034,Neutral
ATH_045,2024-06-04,Social media,Instagram,0,CONTACT_014,Neutral
ATH_045,2024-04-24,Call,Instagram,41,CONTACT_035,Negative
ATH_045,2024-08-11,Social media,Instagram,0,CONTACT_031,Negative
ATH_045,2023-10-12,Email,Discord,0,CONTACT_037,Neutral
ATH_045,2024-03-30,Message,Instagram,0,CONTACT_025,Neutral
ATH_045,2023-11-25,Group chat,Instagram,17,CONTACT_006,Positive
ATH_045,2023-01-14,Group chat,Phone,35,CONTACT_017,Neutral
ATH_045,2023-11-27,Message,Phone,0,CONTACT_034,Negative
ATH_045,2024-01-12,Email,Instagram,0,CONTACT_012,Neutral
ATH_045,2024-01-17,Email,Instagram,0,CONTACT_004,Positive
ATH_045,2023-09-17,Call,Discord,27,CONTACT_036,Neutral
ATH_045,2023-01-11,Social media,Discord,0,CONTACT_026,Positive
ATH_045,2024-01-30,Group chat,WhatsApp,47,CONTACT_009,Positive
ATH_045,2024-09-25,Email,Strava,0,CONTACT_035,Positive
ATH_045,2023-07-07,Message,Email,0,CONTACT_020,Positive
ATH_045,2023-08-27,Call,Instagram,53,CONTACT_022,Positive
ATH_045,2024-10-28,Message,Instagram,0,CONTACT_026,Neutral
ATH_045,2024-09-22,Message,Discord,0,CONTACT_026,Neutral
ATH_045,2023-09-21,Message,Strava,0,CONTACT_023,Positive
ATH_045,2023-10-30,Group chat,Instagram,37,CONTACT_015,Positive
ATH_045,2023-03-10,Group chat,Email,15,CONTACT_007,Positive
ATH_045,2024-12-25,Message,Strava,0,CONTACT_031,Positive
ATH_045,2023-09-20,Call,Strava,45,CONTACT_022,Positive
ATH_045,2023-06-14,Group chat,Discord,50,CONTACT_010,Positive
ATH_045,2023-11-26,Email,Email,0,CONTACT_007,Positive
ATH_045,2023-03-15,Social media,Instagram,0,CONTACT_007,Positive
ATH_045,2023-03-15,Email,Strava,0,CONTACT_023,Neutral
ATH_045,2023-09-26,Email,Strava,0,CONTACT_030,Neutral
ATH_045,2023-08-09,Call,Phone,27,CONTACT_016,Positive
ATH_045,2024-04-28,Group chat,Strava,31,CONTACT_014,Neutral
ATH_045,2023-10-20,Email,Strava,0,CONTACT_015,Negative
ATH_045,2023-08-02,Call,Strava,34,CONTACT_019,Positive
ATH_045,2023-02-25,Email,Phone,0,CONTACT_005,Positive
ATH_045,2023-02-05,Email,Email,0,CONTACT_016,Negative
ATH_045,2024-08-05,Group chat,Phone,49,CONTACT_027,Neutral
ATH_045,2024-07-26,Call,Phone,34,CONTACT_020,Negative
ATH_045,2024-07-02,Message,Instagram,0,CONTACT_018,Positive
ATH_045,2023-06-25,Message,Strava,0,CONTACT_005,Neutral
ATH_045,2024-02-27,Message,Strava,0,CONTACT_019,Negative
ATH_045,2024-02-01,Email,Instagram,0,CONTACT_007,Positive
ATH_045,2023-02-07,Group chat,Email,50,CONTACT_023,Positive
ATH_045,2023-04-02,Call,Instagram,16,CONTACT_024,Positive
ATH_045,2024-05-03,Social media,Instagram,0,CONTACT_021,Positive
ATH_045,2023-06-07,Social media,Instagram,0,CONTACT_009,Positive
ATH_045,2023-04-22,Social media,Strava,0,CONTACT_001,Positive
ATH_045,2023-01-30,Message,WhatsApp,0,CONTACT_014,Positive
ATH_045,2023-03-20,Call,Phone,58,CONTACT_005,Neutral
ATH_045,2023-11-25,Social media,WhatsApp,0,CONTACT_024,Negative
ATH_045,2024-06-21,Call,WhatsApp,30,CONTACT_013,Positive
ATH_045,2024-07-02,Email,Instagram,0,CONTACT_019,Negative
ATH_045,2024-07-21,Message,Phone,0,CONTACT_009,Positive
ATH_045,2024-08-04,Group chat,Email,41,CONTACT_009,Neutral
ATH_045,2024-07-26,Call,Instagram,38,CONTACT_011,Negative
ATH_045,2024-06-30,Email,Instagram,0,CONTACT_030,Neutral
ATH_045,2024-04-24,Group chat,Email,40,CONTACT_010,Neutral
ATH_045,2023-03-17,Call,WhatsApp,52,CONTACT_017,Positive
ATH_045,2024-07-01,Group chat,Email,8,CONTACT_041,Positive
ATH_045,2023-04-03,Group chat,Instagram,48,CONTACT_017,Negative
ATH_045,2024-05-21,Email,Strava,0,CONTACT_018,Positive
ATH_045,2024-07-24,Social media,Discord,0,CONTACT_013,Positive
ATH_045,2023-09-20,Message,Instagram,0,CONTACT_040,Positive
ATH_045,2023-04-16,Group chat,Strava,23,CONTACT_001,Negative
ATH_045,2023-11-13,Call,Discord,6,CONTACT_041,Neutral
ATH_045,2023-10-05,Group chat,Discord,36,CONTACT_018,Positive
ATH_045,2024-10-29,Email,Instagram,0,CONTACT_029,Positive
ATH_046,2023-08-27,Email,Discord,0,CONTACT_056,Neutral
ATH_046,2023-05-31,Email,Instagram,0,CONTACT_065,Neutral
ATH_046,2024-06-25,Call,Phone,35,CONTACT_035,Negative
ATH_046,2023-07-28,Call,Instagram,27,CONTACT_003,Positive
ATH_046,2024-02-07,Group chat,WhatsApp,7,CONTACT_046,Neutral
ATH_046,2024-12-27,Call,WhatsApp,9,CONTACT_056,Positive
ATH_046,2023-12-20,Message,WhatsApp,0,CONTACT_060,Negative
ATH_046,2024-10-06,Group chat,Email,10,CONTACT_058,Neutral
ATH_046,2024-01-08,Social media,Strava,0,CONTACT_016,Neutral
ATH_046,2024-09-21,Message,Instagram,0,CONTACT_030,Negative
ATH_046,2023-01-22,Email,Discord,0,CONTACT_064,Negative
ATH_046,2023-02-10,Call,Email,33,CONTACT_035,Positive
ATH_046,2024-02-23,Call,Instagram,13,CONTACT_004,Positive
ATH_046,2023-06-20,Call,Discord,46,CONTACT_010,Positive
ATH_046,2024-05-20,Social media,Discord,0,CONTACT_042,Neutral
ATH_046,2023-09-22,Message,Email,0,CONTACT_056,Negative
ATH_046,2023-03-31,Message,Email,0,CONTACT_085,Positive
ATH_046,2023-11-12,Group chat,WhatsApp,29,CONTACT_014,Positive
ATH_046,2024-05-14,Social media,Email,0,CONTACT_057,Neutral
ATH_046,2023-05-10,Group chat,Email,22,CONTACT_083,Neutral
ATH_046,2023-03-30,Message,Discord,0,CONTACT_023,Neutral
ATH_046,2023-07-17,Group chat,Instagram,59,CONTACT_078,Neutral
ATH_046,2023-07-19,Call,Phone,33,CONTACT_087,Positive
ATH_046,2024-11-21,Email,Instagram,0,CONTACT_039,Positive
ATH_046,2024-09-08,Email,Instagram,0,CONTACT_049,Positive
ATH_046,2023-07-28,Message,Phone,0,CONTACT_023,Positive
ATH_046,2024-07-02,Call,Phone,19,CONTACT_047,Positive
ATH_046,2023-04-05,Call,Discord,38,CONTACT_011,Neutral
ATH_046,2024-02-08,Social media,Discord,0,CONTACT_059,Positive
ATH_046,2024-04-30,Call,Strava,23,CONTACT_054,Positive
ATH_046,2024-12-20,Group chat,Instagram,25,CONTACT_071,Neutral
ATH_046,2024-08-26,Email,WhatsApp,0,CONTACT_036,Positive
ATH_046,2024-12-31,Email,Email,0,CONTACT_042,Positive
ATH_046,2024-11-24,Message,Discord,0,CONTACT_080,Positive
ATH_046,2023-05-30,Call,Discord,22,CONTACT_034,Positive
ATH_046,2024-09-02,Email,Strava,0,CONTACT_037,Positive
ATH_046,2023-10-08,Social media,Email,0,CONTACT_050,Positive
ATH_046,2023-01-02,Email,Strava,0,CONTACT_047,Neutral
ATH_046,2023-02-22,Group chat,Instagram,45,CONTACT_020,Positive
ATH_046,2023-08-28,Call,Phone,25,CONTACT_052,Positive
ATH_046,2024-12-01,Call,Discord,8,CONTACT_028,Neutral
ATH_046,2023-03-19,Group chat,Email,15,CONTACT_042,Neutral
ATH_046,2023-11-15,Message,Strava,0,CONTACT_053,Positive
ATH_046,2023-09-20,Social media,WhatsApp,0,CONTACT_039,Neutral
ATH_046,2024-09-05,Message,Discord,0,CONTACT_045,Negative
ATH_046,2024-11-08,Message,WhatsApp,0,CONTACT_035,Positive
ATH_046,2024-10-18,Social media,Phone,0,CONTACT_079,Neutral
ATH_046,2023-05-07,Message,WhatsApp,0,CONTACT_027,Neutral
ATH_046,2023-02-10,Email,Strava,0,CONTACT_060,Positive
ATH_046,2024-02-25,Social media,Strava,0,CONTACT_019,Positive
ATH_046,2024-12-30,Call,Strava,58,CONTACT_062,Neutral
ATH_046,2024-04-27,Email,Phone,0,CONTACT_002,Positive
ATH_046,2024-03-11,Email,Instagram,0,CONTACT_046,Negative
ATH_046,2024-08-06,Call,Instagram,17,CONTACT_067,Neutral
ATH_046,2024-07-17,Email,Instagram,0,CONTACT_009,Neutral
ATH_046,2023-09-06,Social media,Strava,0,CONTACT_084,Positive
ATH_046,2024-06-12,Email,Phone,0,CONTACT_042,Positive
ATH_046,2024-06-10,Social media,Discord,0,CONTACT_005,Neutral
ATH_046,2024-11-24,Call,Email,39,CONTACT_006,Positive
ATH_046,2024-04-11,Email,Email,0,CONTACT_044,Positive
ATH_046,2024-05-07,Email,Phone,0,CONTACT_059,Positive
ATH_046,2023-01-20,Group chat,Phone,37,CONTACT_026,Positive
ATH_046,2024-11-02,Call,Phone,60,CONTACT_026,Positive
ATH_046,2024-11-20,Social media,Email,0,CONTACT_040,Positive
ATH_046,2024-01-06,Call,Strava,34,CONTACT_069,Neutral
ATH_046,2024-10-23,Email,Discord,0,CONTACT_055,Neutral
ATH_046,2024-03-25,Email,Strava,0,CONTACT_084,Positive
ATH_046,2023-02-01,Message,Phone,0,CONTACT_043,Neutral
ATH_046,2024-07-13,Email,Phone,0,CONTACT_051,Positive
ATH_046,2024-04-01,Email,Discord,0,CONTACT_020,Positive
ATH_046,2024-01-12,Message,Instagram,0,CONTACT_004,Neutral
ATH_046,2024-08-25,Email,Instagram,0,CONTACT_013,Positive
ATH_046,2024-07-05,Call,Instagram,33,CONTACT_056,Neutral
ATH_046,2023-07-07,Call,WhatsApp,10,CONTACT_012,Neutral
ATH_046,2024-05-22,Social media,Discord,0,CONTACT_084,Positive
ATH_046,2024-09-20,Email,Phone,0,CONTACT_042,Negative
ATH_046,2024-02-18,Call,WhatsApp,17,CONTACT_087,Negative
ATH_046,2023-08-24,Call,Phone,11,CONTACT_068,Positive
ATH_046,2024-03-20,Social media,Strava,0,CONTACT_017,Positive
ATH_046,2024-10-04,Email,Phone,0,CONTACT_063,Positive
ATH_046,2024-10-11,Email,Discord,0,CONTACT_013,Positive
ATH_046,2023-02-11,Call,Strava,52,CONTACT_038,Positive
ATH_046,2023-02-02,Email,Discord,0,CONTACT_085,Neutral
ATH_046,2024-11-11,Group chat,Instagram,46,CONTACT_043,Positive
ATH_046,2023-10-21,Message,Phone,0,CONTACT_085,Neutral
ATH_046,2023-02-22,Group chat,Discord,7,CONTACT_075,Positive
ATH_046,2023-09-21,Social media,Strava,0,CONTACT_077,Positive
ATH_046,2023-11-24,Group chat,Email,54,CONTACT_068,Positive
ATH_046,2023-03-16,Email,WhatsApp,0,CONTACT_027,Neutral
ATH_046,2024-06-08,Email,Phone,0,CONTACT_075,Negative
ATH_046,2023-05-19,Call,Discord,8,CONTACT_057,Neutral
ATH_046,2023-06-22,Message,Phone,0,CONTACT_017,Positive
ATH_046,2024-02-26,Email,Instagram,0,CONTACT_080,Positive
ATH_046,2023-09-08,Email,Email,0,CONTACT_063,Neutral
ATH_046,2024-05-20,Group chat,Email,51,CONTACT_060,Positive
ATH_046,2023-12-04,Call,Strava,53,CONTACT_071,Positive
ATH_046,2024-09-29,Message,WhatsApp,0,CONTACT_050,Neutral
ATH_046,2023-01-10,Group chat,Phone,20,CONTACT_063,Negative
ATH_046,2023-02-23,Social media,Phone,0,CONTACT_047,Positive
ATH_046,2023-01-06,Call,Strava,30,CONTACT_084,Positive
ATH_046,2023-10-26,Social media,WhatsApp,0,CONTACT_072,Negative
ATH_046,2023-01-15,Email,Strava,0,CONTACT_071,Positive
ATH_046,2024-01-11,Social media,Instagram,0,CONTACT_086,Positive
ATH_046,2023-12-25,Social media,Email,0,CONTACT_081,Positive
ATH_046,2023-02-27,Social media,Email,0,CONTACT_087,Positive
ATH_046,2024-12-06,Email,Strava,0,CONTACT_029,Positive
ATH_046,2024-03-12,Email,Email,0,CONTACT_051,Negative
ATH_046,2023-10-15,Call,Instagram,38,CONTACT_065,Neutral
ATH_046,2024-05-22,Group chat,Discord,6,CONTACT_048,Positive
ATH_046,2023-01-05,Call,Instagram,48,CONTACT_040,Positive
ATH_046,2023-02-22,Social media,WhatsApp,0,CONTACT_065,Neutral
ATH_046,2023-05-21,Call,WhatsApp,9,CONTACT_011,Negative
ATH_046,2023-05-13,Group chat,Instagram,59,CONTACT_001,Neutral
ATH_046,2024-09-21,Social media,Instagram,0,CONTACT_071,Positive
ATH_046,2024-01-30,Group chat,Instagram,18,CONTACT_022,Positive
ATH_046,2024-11-08,Social media,Strava,0,CONTACT_074,Positive
ATH_046,2023-09-04,Email,Strava,0,CONTACT_016,Positive
ATH_046,2023-10-19,Social media,Strava,0,CONTACT_061,Positive
ATH_046,2024-09-15,Message,Instagram,0,CONTACT_024,Positive
ATH_046,2023-07-23,Social media,Email,0,CONTACT_078,Positive
ATH_046,2023-02-16,Call,Strava,32,CONTACT_034,Negative
ATH_046,2023-05-15,Email,Strava,0,CONTACT_025,Neutral
ATH_046,2024-05-27,Group chat,Instagram,54,CONTACT_057,Positive
ATH_046,2024-09-23,Message,Phone,0,CONTACT_022,Negative
ATH_046,2024-05-23,Call,WhatsApp,59,CONTACT_015,Positive
ATH_046,2024-11-29,Group chat,Email,54,CONTACT_021,Negative
ATH_046,2023-01-06,Group chat,WhatsApp,56,CONTACT_048,Positive
ATH_046,2023-02-06,Social media,Strava,0,CONTACT_032,Neutral
ATH_046,2023-09-26,Group chat,Discord,52,CONTACT_035,Positive
ATH_046,2023-05-20,Group chat,Email,7,CONTACT_046,Negative
ATH_046,2024-08-15,Call,Strava,49,CONTACT_017,Positive
ATH_046,2024-02-08,Email,Discord,0,CONTACT_063,Positive
ATH_046,2024-02-13,Email,Instagram,0,CONTACT_047,Positive
ATH_046,2024-07-12,Social media,Instagram,0,CONTACT_056,Positive
ATH_046,2024-09-15,Group chat,Email,33,CONTACT_059,Positive
ATH_046,2023-12-19,Social media,WhatsApp,0,CONTACT_053,Positive
ATH_046,2023-10-24,Call,Discord,17,CONTACT_009,Positive
ATH_046,2023-04-19,Message,WhatsApp,0,CONTACT_064,Neutral
ATH_046,2024-12-06,Message,Strava,0,CONTACT_009,Positive
ATH_046,2024-03-29,Call,Email,28,CONTACT_032,Neutral
ATH_046,2024-01-09,Group chat,WhatsApp,10,CONTACT_015,Positive
ATH_046,2023-11-14,Call,Instagram,45,CONTACT_004,Neutral
ATH_046,2023-11-13,Group chat,Email,57,CONTACT_069,Negative
ATH_047,2024-06-18,Call,Discord,48,CONTACT_015,Positive
ATH_047,2023-07-21,Message,Discord,0,CONTACT_029,Positive
ATH_047,2023-10-24,Email,Instagram,0,CONTACT_012,Neutral
ATH_047,2024-03-01,Call,WhatsApp,11,CONTACT_022,Positive
ATH_047,2024-10-12,Email,Instagram,0,CONTACT_032,Neutral
ATH_047,2024-10-28,Email,Discord,0,CONTACT_004,Negative
ATH_047,2023-06-18,Message,Strava,0,CONTACT_014,Negative
ATH_047,2024-09-25,Group chat,Email,6,CONTACT_012,Neutral
ATH_047,2024-10-09,Group chat,Phone,57,CONTACT_016,Neutral
ATH_047,2023-04-13,Email,WhatsApp,0,CONTACT_002,Positive
ATH_047,2023-10-11,Call,Instagram,54,CONTACT_025,Positive
ATH_047,2023-01-28,Group chat,Instagram,22,CONTACT_030,Positive
ATH_047,2023-01-16,Email,Instagram,0,CONTACT_013,Neutral
ATH_047,2024-08-21,Message,Instagram,0,CONTACT_023,Positive
ATH_047,2023-07-09,Call,Strava,38,CONTACT_002,Neutral
ATH_047,2023-11-16,Message,Phone,0,CONTACT_037,Neutral
ATH_047,2024-12-26,Call,Strava,49,CONTACT_014,Positive
ATH_047,2024-09-24,Social media,Phone,0,CONTACT_017,Positive
ATH_047,2023-05-29,Social media,Strava,0,CONTACT_015,Positive
ATH_047,2023-04-12,Message,Discord,0,CONTACT_016,Positive
ATH_047,2024-12-27,Social media,Instagram,0,CONTACT_015,Positive
ATH_047,2024-06-16,Group chat,Instagram,40,CONTACT_003,Negative
ATH_047,2024-08-03,Group chat,Phone,47,CONTACT_015,Negative
ATH_047,2024-10-26,Group chat,Email,35,CONTACT_014,Positive
ATH_047,2024-04-07,Group chat,Strava,40,CONTACT_022,Positive
ATH_047,2023-12-12,Message,Phone,0,CONTACT_006,Neutral
ATH_047,2024-06-02,Message,Strava,0,CONTACT_030,Negative
ATH_047,2024-05-22,Call,Discord,41,CONTACT_006,Positive
ATH_047,2024-11-03,Group chat,Discord,18,CONTACT_015,Neutral
ATH_047,2024-07-05,Message,Instagram,0,CONTACT_029,Positive
ATH_047,2024-12-03,Call,Strava,14,CONTACT_007,Neutral
ATH_047,2023-05-20,Group chat,Discord,38,CONTACT_001,Neutral
