athlete_id,event_date,event_type,description,impact_rating,career_phase
ATH_0197,2018-12-11,Sponsorship deal,Sponsorship deal event,7,Elite Amateur
ATH_0197,2019-07-13,Family event,Family event event,4,Elite Amateur
ATH_0197,2014-07-20,Personal achievement,Personal achievement event,9,Elite Amateur
ATH_0197,2016-09-01,Coach change,Coach change event,3,Elite Amateur
ATH_0197,2014-10-26,Race victory,Won division title,6,Elite Amateur
ATH_0197,2017-11-01,Coach change,Coach change event,8,Elite Amateur
ATH_0197,2023-12-18,Training milestone,Reached consistency streak,5,Elite Amateur
ATH_0197,2021-02-16,Training milestone,Reached 1000km milestone,9,Elite Amateur
ATH_0197,2013-05-06,Career change,Started new position,7,Elite Amateur
ATH_0197,2012-06-01,Major competition,Major competition event,10,Elite Amateur
ATH_0197,2013-01-29,Training milestone,Reached 500km total,7,Elite Amateur
ATH_0197,2015-05-13,Personal best,Personal best event,1,Elite Amateur
ATH_0197,2013-10-21,Race victory,Won division title,6,Elite Amateur
ATH_0197,2011-04-13,Injury recovery,Injury recovery event,8,Elite Amateur
ATH_0197,2022-04-11,Location change,Relocated to new city,6,Elite Amateur
ATH_0198,2024-09-08,Major competition,Major competition event,3,Beginner
ATH_0198,2023-08-19,Education,Education event,2,Beginner
ATH_0199,2015-10-30,Retirement consideration,Retirement consideration event,7,Elite Amateur
ATH_0199,2016-02-06,Injury recovery,Injury recovery event,3,Elite Amateur
ATH_0199,2014-01-17,Training camp,Training camp event,5,Elite Amateur
ATH_0199,2017-11-01,Competition,Participated in championship,3,Elite Amateur
ATH_0199,2018-04-29,Education,Education event,6,Elite Amateur
ATH_0199,2017-11-06,Competition,Participated in national event,6,Elite Amateur
ATH_0199,2022-09-05,Location change,Relocated to new city,4,Elite Amateur
ATH_0199,2024-01-30,Injury recovery,Injury recovery event,6,Elite Amateur
ATH_0199,2023-07-18,Location change,Relocated to new city,7,Elite Amateur
ATH_0199,2017-02-02,Sponsorship deal,Sponsorship deal event,8,Elite Amateur
ATH_0199,2014-02-24,Retirement consideration,Retirement consideration event,6,Elite Amateur
ATH_0199,2021-02-09,Retirement consideration,Retirement consideration event,6,Elite Amateur
ATH_0199,2015-04-23,Coach change,Coach change event,10,Elite Amateur
ATH_0199,2019-08-30,Personal best,Personal best event,5,Elite Amateur
ATH_0200,2024-03-07,Career change,Started new position,9,Elite Amateur
ATH_0200,2019-10-09,Personal best,Personal best event,8,Elite Amateur
ATH_0200,2020-10-18,Training milestone,Reached 500km total,3,Elite Amateur
ATH_0200,2023-07-04,Personal best,Personal best event,8,Elite Amateur
ATH_0200,2022-02-13,Competition,Participated in international competition,8,Elite Amateur
ATH_0200,2024-06-14,Personal achievement,Personal achievement event,7,Elite Amateur
ATH_0200,2024-02-13,Personal best,Personal best event,6,Elite Amateur
ATH_0200,2022-09-04,Sponsorship deal,Sponsorship deal event,3,Elite Amateur
ATH_0200,2021-06-12,Family event,Family event event,2,Elite Amateur
ATH_0201,2021-08-06,Major competition,Major competition event,6,Advanced
ATH_0201,2024-09-09,Major competition,Major competition event,5,Advanced
ATH_0201,2021-01-29,Competition,Participated in championship,4,Advanced
ATH_0201,2018-11-03,Coach change,Coach change event,2,Advanced
ATH_0201,2018-10-09,Personal best,Personal best event,2,Advanced
ATH_0201,2015-09-22,Training milestone,Reached volume record,6,Advanced
ATH_0201,2018-10-23,Family event,Family event event,4,Advanced
ATH_0201,2019-10-02,Location change,Relocated to new city,6,Advanced
ATH_0201,2016-06-30,Major competition,Major competition event,5,Advanced
ATH_0201,2023-06-04,Team change,Team change event,6,Advanced
ATH_0201,2016-12-23,Training milestone,Reached volume record,8,Advanced
ATH_0201,2015-11-28,Race victory,Won local race,4,Advanced
ATH_0201,2020-02-24,Retirement consideration,Retirement consideration event,8,Advanced
ATH_0201,2016-10-27,Location change,Relocated to new city,6,Advanced
ATH_0201,2018-07-07,Coach change,Coach change event,1,Advanced
ATH_0201,2023-02-10,Training milestone,Reached consistency streak,9,Advanced
ATH_0201,2015-01-06,Race victory,Won division title,7,Advanced
ATH_0201,2018-05-08,Training camp,Training camp event,8,Advanced
ATH_0201,2015-11-16,Personal best,Personal best event,9,Advanced
ATH_0201,2015-05-19,Career change,Started new position,3,Advanced
ATH_0201,2016-10-10,Training milestone,Reached personal best,5,Advanced
ATH_0201,2018-09-21,Training milestone,Reached 500km total,6,Advanced
ATH_0201,2019-11-26,Coach change,Coach change event,8,Advanced
ATH_0201,2017-02-13,Personal achievement,Personal achievement event,5,Advanced
ATH_0201,2017-04-22,Coach change,Coach change event,7,Advanced
ATH_0201,2019-10-21,Personal achievement,Personal achievement event,6,Advanced
ATH_0201,2019-07-25,Sponsorship deal,Sponsorship deal event,6,Advanced
ATH_0202,2023-10-24,Retirement consideration,Retirement consideration event,3,Advanced
ATH_0202,2022-09-11,Competition,Participated in national event,5,Advanced
ATH_0202,2023-05-15,Coach change,Coach change event,2,Advanced
ATH_0202,2021-10-25,Coach change,Coach change event,5,Advanced
ATH_0202,2019-12-11,Career change,Started new position,4,Advanced
ATH_0202,2022-08-20,Training milestone,Reached 100km month,7,Advanced
ATH_0202,2016-12-15,Competition,Participated in regional qualifier,6,Advanced
ATH_0202,2020-03-14,Injury recovery,Injury recovery event,5,Advanced
ATH_0202,2024-07-30,Training milestone,Reached consistency streak,7,Advanced
ATH_0202,2021-12-23,Competition,Participated in international competition,4,Advanced
ATH_0202,2022-01-12,Coach change,Coach change event,5,Advanced
ATH_0202,2020-03-10,Location change,Relocated to new city,4,Advanced
ATH_0203,2016-01-15,Training milestone,Reached volume record,2,Advanced
ATH_0203,2022-09-27,Major competition,Major competition event,6,Advanced
ATH_0203,2014-07-14,Training milestone,Reached volume record,7,Advanced
ATH_0203,2020-02-29,Major competition,Major competition event,6,Advanced
ATH_0203,2023-01-27,Sponsorship deal,Sponsorship deal event,5,Advanced
ATH_0203,2020-02-07,Personal achievement,Personal achievement event,4,Advanced
ATH_0203,2019-02-10,Career change,Started new position,3,Advanced
ATH_0203,2023-01-25,Injury recovery,Injury recovery event,3,Advanced
ATH_0203,2020-05-07,Family event,Family event event,2,Advanced
ATH_0203,2015-10-23,Personal best,Personal best event,5,Advanced
ATH_0203,2018-11-18,Team change,Team change event,5,Advanced
ATH_0203,2021-12-27,Family event,Family event event,6,Advanced
ATH_0203,2014-01-07,Team change,Team change event,7,Advanced
ATH_0203,2023-01-10,Retirement consideration,Retirement consideration event,3,Advanced
ATH_0203,2020-11-30,Personal best,Personal best event,8,Advanced
ATH_0203,2021-04-09,Coach change,Coach change event,7,Advanced
ATH_0203,2018-09-13,Family event,Family event event,8,Advanced
ATH_0203,2019-09-22,Training camp,Training camp event,5,Advanced
ATH_0203,2019-07-22,Race victory,Won division title,9,Advanced
ATH_0203,2023-12-18,Sponsorship deal,Sponsorship deal event,4,Advanced
ATH_0203,2017-06-30,Team change,Team change event,7,Advanced
ATH_0203,2024-01-31,Competition,Participated in national event,10,Advanced
ATH_0203,2023-12-14,Retirement consideration,Retirement consideration event,6,Advanced
ATH_0203,2020-12-24,Personal achievement,Personal achievement event,5,Advanced
ATH_0203,2024-01-05,Race victory,Won age group,7,Advanced
ATH_0203,2019-09-03,Sponsorship deal,Sponsorship deal event,6,Advanced
ATH_0203,2024-09-26,Coach change,Coach change event,7,Advanced
ATH_0203,2020-12-27,Career change,Started new position,3,Advanced
ATH_0204,2023-07-31,Sponsorship deal,Sponsorship deal event,3,Intermediate
ATH_0204,2022-01-28,Training milestone,Reached consistency streak,4,Intermediate
ATH_0204,2019-05-05,Family event,Family event event,3,Intermediate
ATH_0204,2022-05-06,Education,Education event,5,Intermediate
ATH_0204,2021-09-05,Competition,Participated in international competition,2,Intermediate
ATH_0204,2019-08-25,Training camp,Training camp event,9,Intermediate
ATH_0204,2021-03-09,Coach change,Coach change event,7,Intermediate
ATH_0204,2022-02-08,Major competition,Major competition event,2,Intermediate
ATH_0204,2020-04-22,Injury recovery,Injury recovery event,5,Intermediate
ATH_0204,2021-06-12,Team change,Team change event,3,Intermediate
ATH_0204,2024-10-17,Injury recovery,Injury recovery event,5,Intermediate
ATH_0204,2021-11-22,Career change,Started new position,2,Intermediate
ATH_0204,2019-10-15,Training camp,Training camp event,5,Intermediate
ATH_0204,2023-09-05,Competition,Participated in international competition,5,Intermediate
ATH_0204,2023-02-07,Training camp,Training camp event,6,Intermediate
ATH_0205,2016-06-10,Competition,Participated in championship,6,Elite Amateur
ATH_0205,2005-08-21,Sponsorship deal,Sponsorship deal event,6,Elite Amateur
ATH_0205,2013-08-19,Career change,Started new position,7,Elite Amateur
ATH_0205,2008-08-25,Competition,Participated in championship,4,Elite Amateur
ATH_0205,2010-05-29,Competition,Participated in international competition,5,Elite Amateur
ATH_0205,2011-10-11,Coach change,Coach change event,8,Elite Amateur
ATH_0205,2010-01-13,Location change,Relocated to new city,8,Elite Amateur
ATH_0205,2022-12-19,Career change,Started new position,7,Elite Amateur
ATH_0205,2018-02-26,Career change,Started new position,6,Elite Amateur
ATH_0205,2020-01-31,Retirement consideration,Retirement consideration event,5,Elite Amateur
ATH_0205,2011-02-28,Training camp,Training camp event,5,Elite Amateur
ATH_0205,2020-06-21,Personal best,Personal best event,4,Elite Amateur
ATH_0205,2006-12-28,Sponsorship deal,Sponsorship deal event,5,Elite Amateur
ATH_0205,2013-08-24,Competition,Participated in championship,6,Elite Amateur
ATH_0205,2009-04-01,Family event,Family event event,4,Elite Amateur
ATH_0205,2023-10-30,Competition,Participated in regional qualifier,8,Elite Amateur
ATH_0205,2020-03-26,Location change,Relocated to new city,2,Elite Amateur
ATH_0205,2010-10-30,Training camp,Training camp event,5,Elite Amateur
ATH_0205,2011-05-27,Personal best,Personal best event,5,Elite Amateur
ATH_0205,2007-04-26,Career change,Started new position,5,Elite Amateur
ATH_0205,2008-04-22,Education,Education event,9,Elite Amateur
ATH_0205,2018-03-31,Retirement consideration,Retirement consideration event,6,Elite Amateur
ATH_0205,2021-06-22,Personal achievement,Personal achievement event,5,Elite Amateur
ATH_0205,2012-10-29,Team change,Team change event,9,Elite Amateur
ATH_0205,2011-12-22,Sponsorship deal,Sponsorship deal event,5,Elite Amateur
ATH_0205,2022-08-31,Retirement consideration,Retirement consideration event,7,Elite Amateur
ATH_0205,2021-08-10,Personal achievement,Personal achievement event,3,Elite Amateur
ATH_0205,2012-12-17,Sponsorship deal,Sponsorship deal event,4,Elite Amateur
ATH_0205,2013-09-23,Education,Education event,1,Elite Amateur
ATH_0205,2019-05-06,Personal best,Personal best event,7,Elite Amateur
ATH_0205,2014-10-14,Team change,Team change event,7,Elite Amateur
ATH_0205,2010-05-08,Race victory,Won age group,7,Elite Amateur
ATH_0205,2022-10-15,Race victory,Won division title,3,Elite Amateur
ATH_0205,2010-08-17,Career change,Started new position,9,Elite Amateur
ATH_0205,2022-10-31,Training milestone,Reached 1000km milestone,5,Elite Amateur
ATH_0205,2005-04-04,Injury recovery,Injury recovery event,5,Elite Amateur
ATH_0205,2011-04-27,Career change,Started new position,5,Elite Amateur
ATH_0205,2008-09-27,Sponsorship deal,Sponsorship deal event,6,Elite Amateur
ATH_0205,2023-02-06,Team change,Team change event,6,Elite Amateur
ATH_0205,2013-05-27,Team change,Team change event,10,Elite Amateur
ATH_0205,2016-06-25,Injury recovery,Injury recovery event,7,Elite Amateur
ATH_0205,2023-04-16,Personal best,Personal best event,6,Elite Amateur
ATH_0205,2021-10-18,Training milestone,Reached 500km total,10,Elite Amateur
ATH_0206,2022-06-18,Personal best,Personal best event,8,Advanced
ATH_0206,2023-01-24,Race victory,Won age group,9,Advanced
ATH_0206,2018-06-13,Training camp,Training camp event,3,Advanced
ATH_0206,2023-11-06,Major competition,Major competition event,6,Advanced
ATH_0206,2024-08-02,Training milestone,Reached volume record,6,Advanced
ATH_0206,2020-01-06,Race victory,Won local race,2,Advanced
ATH_0206,2017-03-18,Sponsorship deal,Sponsorship deal event,5,Advanced
ATH_0206,2016-04-24,Injury recovery,Injury recovery event,2,Advanced
ATH_0206,2023-05-03,Coach change,Coach change event,6,Advanced
ATH_0206,2024-07-19,Location change,Relocated to new city,10,Advanced
ATH_0206,2021-12-31,Personal best,Personal best event,5,Advanced
ATH_0206,2022-07-20,Family event,Family event event,7,Advanced
ATH_0206,2017-08-03,Education,Education event,7,Advanced
ATH_0206,2016-04-08,Education,Education event,5,Advanced
ATH_0206,2019-11-17,Race victory,Won local race,3,Advanced
ATH_0206,2018-06-21,Competition,Participated in local race,10,Advanced
ATH_0206,2016-10-20,Major competition,Major competition event,9,Advanced
ATH_0207,2021-07-08,Training camp,Training camp event,5,Advanced
ATH_0207,2023-10-04,Major competition,Major competition event,3,Advanced
ATH_0207,2022-11-08,Major competition,Major competition event,2,Advanced
ATH_0207,2014-12-24,Personal best,Personal best event,4,Advanced
ATH_0207,2019-10-15,Competition,Participated in regional qualifier,9,Advanced
ATH_0207,2020-02-05,Education,Education event,5,Advanced
ATH_0207,2021-05-31,Training camp,Training camp event,6,Advanced
ATH_0207,2017-12-22,Retirement consideration,Retirement consideration event,3,Advanced
ATH_0207,2019-01-20,Career change,Started new position,7,Advanced
ATH_0207,2018-01-06,Location change,Relocated to new city,3,Advanced
ATH_0207,2015-06-27,Race victory,Won age group,1,Advanced
ATH_0207,2015-07-17,Family event,Family event event,4,Advanced
ATH_0207,2018-05-21,Sponsorship deal,Sponsorship deal event,9,Advanced
ATH_0207,2023-02-18,Team change,Team change event,5,Advanced
ATH_0208,2023-07-05,Competition,Participated in triathlon,5,Intermediate
ATH_0208,2024-05-09,Training milestone,Reached 100km month,7,Intermediate
ATH_0208,2022-10-30,Competition,Participated in marathon,8,Intermediate
ATH_0208,2023-01-06,Competition,Participated in local race,4,Intermediate
ATH_0208,2022-04-27,Retirement consideration,Retirement consideration event,7,Intermediate
ATH_0208,2022-10-09,Competition,Participated in marathon,5,Intermediate
ATH_0209,2020-10-14,Coach change,Coach change event,5,Advanced
ATH_0209,2019-02-20,Team change,Team change event,7,Advanced
ATH_0209,2019-03-18,Team change,Team change event,5,Advanced
ATH_0209,2023-03-03,Personal best,Personal best event,5,Advanced
ATH_0209,2024-03-29,Training milestone,Reached consistency streak,10,Advanced
ATH_0209,2020-02-11,Major competition,Major competition event,8,Advanced
ATH_0209,2020-02-04,Race victory,Won age group,7,Advanced
ATH_0209,2019-08-06,Personal achievement,Personal achievement event,5,Advanced
ATH_0209,2019-07-21,Major competition,Major competition event,7,Advanced
ATH_0210,2011-12-21,Sponsorship deal,Sponsorship deal event,8,Elite Amateur
ATH_0210,2016-07-06,Education,Education event,7,Elite Amateur
ATH_0210,2023-11-30,Team change,Team change event,5,Elite Amateur
ATH_0210,2015-10-01,Sponsorship deal,Sponsorship deal event,9,Elite Amateur
ATH_0210,2016-10-31,Team change,Team change event,1,Elite Amateur
ATH_0210,2024-03-23,Retirement consideration,Retirement consideration event,7,Elite Amateur
ATH_0210,2013-05-20,Coach change,Coach change event,7,Elite Amateur
ATH_0210,2015-06-03,Race victory,Won local race,3,Elite Amateur
ATH_0210,2024-05-25,Major competition,Major competition event,10,Elite Amateur
ATH_0210,2016-12-20,Education,Education event,4,Elite Amateur
ATH_0210,2015-08-12,Personal best,Personal best event,2,Elite Amateur
ATH_0210,2011-08-03,Training milestone,Reached personal best,4,Elite Amateur
ATH_0210,2011-04-11,Injury recovery,Injury recovery event,1,Elite Amateur
ATH_0210,2012-06-04,Training milestone,Reached volume record,5,Elite Amateur
ATH_0210,2020-03-12,Race victory,Won age group,8,Elite Amateur
ATH_0211,2024-07-09,Personal achievement,Personal achievement event,5,Beginner
ATH_0211,2024-03-27,Personal achievement,Personal achievement event,4,Beginner
ATH_0211,2024-06-05,Personal achievement,Personal achievement event,3,Beginner
ATH_0212,2023-11-14,Injury recovery,Injury recovery event,5,Intermediate
ATH_0212,2023-09-17,Coach change,Coach change event,5,Intermediate
ATH_0212,2024-10-28,Personal best,Personal best event,5,Intermediate
ATH_0212,2023-01-17,Race victory,Won age group,5,Intermediate
ATH_0213,2013-04-24,Competition,Participated in championship,4,Advanced
ATH_0213,2020-07-03,Major competition,Major competition event,10,Advanced
ATH_0213,2019-08-23,Location change,Relocated to new city,6,Advanced
ATH_0213,2014-05-28,Career change,Started new position,4,Advanced
ATH_0213,2020-02-05,Competition,Participated in international competition,6,Advanced
ATH_0213,2013-08-09,Family event,Family event event,6,Advanced
ATH_0213,2024-03-18,Family event,Family event event,10,Advanced
ATH_0213,2015-01-30,Coach change,Coach change event,8,Advanced
ATH_0213,2023-05-18,Personal best,Personal best event,7,Advanced
ATH_0213,2021-02-21,Major competition,Major competition event,5,Advanced
ATH_0213,2019-01-20,Major competition,Major competition event,5,Advanced
ATH_0213,2014-05-18,Training milestone,Reached 1000km milestone,3,Advanced
ATH_0213,2017-10-20,Sponsorship deal,Sponsorship deal event,8,Advanced
ATH_0213,2015-06-08,Career change,Started new position,8,Advanced
ATH_0213,2020-02-16,Coach change,Coach change event,4,Advanced
ATH_0213,2018-05-22,Injury recovery,Injury recovery event,3,Advanced
ATH_0213,2015-11-27,Retirement consideration,Retirement consideration event,5,Advanced
ATH_0214,2022-01-16,Education,Education event,5,Elite Amateur
ATH_0214,2022-08-24,Training camp,Training camp event,2,Elite Amateur
ATH_0214,2017-07-17,Training milestone,Reached volume record,4,Elite Amateur
ATH_0214,2018-03-07,Competition,Participated in regional qualifier,5,Elite Amateur
ATH_0214,2024-09-23,Race victory,Won age group,4,Elite Amateur
ATH_0214,2024-07-10,Location change,Relocated to new city,4,Elite Amateur
ATH_0214,2011-04-25,Education,Education event,3,Elite Amateur
ATH_0214,2011-10-10,Family event,Family event event,5,Elite Amateur
ATH_0214,2014-03-11,Family event,Family event event,6,Elite Amateur
ATH_0214,2019-09-21,Personal achievement,Personal achievement event,6,Elite Amateur
ATH_0214,2009-03-24,Coach change,Coach change event,5,Elite Amateur
ATH_0214,2008-05-03,Family event,Family event event,6,Elite Amateur
ATH_0214,2010-09-11,Race victory,Won local race,7,Elite Amateur
ATH_0214,2008-06-17,Location change,Relocated to new city,4,Elite Amateur
ATH_0214,2016-08-08,Team change,Team change event,5,Elite Amateur
ATH_0214,2024-06-26,Retirement consideration,Retirement consideration event,7,Elite Amateur
ATH_0214,2019-05-03,Personal achievement,Personal achievement event,8,Elite Amateur
ATH_0214,2009-03-28,Race victory,Won division title,3,Elite Amateur
ATH_0214,2021-11-21,Training camp,Training camp event,7,Elite Amateur
ATH_0214,2020-08-02,Training milestone,Reached volume record,4,Elite Amateur
ATH_0214,2021-08-25,Major competition,Major competition event,6,Elite Amateur
ATH_0214,2009-03-20,Retirement consideration,Retirement consideration event,5,Elite Amateur
ATH_0214,2011-06-18,Training camp,Training camp event,9,Elite Amateur
ATH_0214,2014-02-12,Personal best,Personal best event,6,Elite Amateur
ATH_0214,2024-02-02,Training milestone,Reached personal best,5,Elite Amateur
ATH_0214,2023-06-16,Training milestone,Reached personal best,6,Elite Amateur
ATH_0214,2021-04-21,Family event,Family event event,6,Elite Amateur
ATH_0214,2018-05-07,Career change,Started new position,7,Elite Amateur
ATH_0214,2020-10-06,Race victory,Won local race,4,Elite Amateur
ATH_0214,2020-01-22,Retirement consideration,Retirement consideration event,6,Elite Amateur
ATH_0214,2013-06-02,Career change,Started new position,6,Elite Amateur
ATH_0214,2022-10-06,Injury recovery,Injury recovery event,5,Elite Amateur
ATH_0214,2009-04-09,Injury recovery,Injury recovery event,3,Elite Amateur
ATH_0214,2024-12-30,Career change,Started new position,4,Elite Amateur
ATH_0214,2017-09-07,Retirement consideration,Retirement consideration event,5,Elite Amateur
ATH_0214,2021-01-05,Retirement consideration,Retirement consideration event,5,Elite Amateur
ATH_0214,2008-04-17,Injury recovery,Injury recovery event,5,Elite Amateur
ATH_0214,2018-12-09,Race victory,Won age group,6,Elite Amateur
ATH_0214,2024-08-27,Personal achievement,Personal achievement event,7,Elite Amateur
ATH_0214,2020-11-02,Education,Education event,7,Elite Amateur
ATH_0214,2020-01-13,Career change,Started new position,4,Elite Amateur
ATH_0214,2017-09-07,Injury recovery,Injury recovery event,1,Elite Amateur
ATH_0214,2020-03-14,Competition,Participated in championship,8,Elite Amateur
ATH_0214,2016-05-25,Major competition,Major competition event,7,Elite Amateur
ATH_0214,2021-05-30,Team change,Team change event,9,Elite Amateur
ATH_0214,2024-05-29,Injury recovery,Injury recovery event,9,Elite Amateur
ATH_0214,2022-02-18,Training milestone,Reached consistency streak,5,Elite Amateur
ATH_0214,2020-12-23,Training camp,Training camp event,10,Elite Amateur
ATH_0214,2018-10-08,Family event,Family event event,6,Elite Amateur
ATH_0214,2023-03-18,Retirement consideration,Retirement consideration event,6,Elite Amateur
ATH_0214,2024-08-02,Coach change,Coach change event,3,Elite Amateur
ATH_0215,2024-04-27,Training camp,Training camp event,5,Beginner
ATH_0215,2024-12-24,Education,Education event,4,Beginner
ATH_0216,2024-04-20,Training camp,Training camp event,6,Beginner
ATH_0216,2022-09-03,Career change,Started new position,6,Beginner
ATH_0216,2023-09-09,Personal best,Personal best event,6,Beginner
ATH_0216,2023-04-17,Major competition,Major competition event,4,Beginner
ATH_0216,2023-10-18,Race victory,Won division title,3,Beginner
ATH_0216,2023-10-26,Major competition,Major competition event,6,Beginner
ATH_0216,2023-09-19,Race victory,Won local race,7,Beginner
ATH_0216,2024-06-13,Training milestone,Reached personal best,1,Beginner
ATH_0217,2024-06-06,Retirement consideration,Retirement consideration event,10,Intermediate
ATH_0217,2020-02-20,Injury recovery,Injury recovery event,3,Intermediate
ATH_0217,2022-08-17,Race victory,Won local race,6,Intermediate
ATH_0217,2019-03-07,Training camp,Training camp event,8,Intermediate
ATH_0217,2019-03-23,Location change,Relocated to new city,5,Intermediate
ATH_0217,2019-01-20,Coach change,Coach change event,7,Intermediate
ATH_0217,2023-12-20,Team change,Team change event,5,Intermediate
ATH_0217,2022-12-08,Team change,Team change event,5,Intermediate
ATH_0217,2019-03-08,Family event,Family event event,5,Intermediate
ATH_0218,2021-12-18,Personal best,Personal best event,3,Intermediate
ATH_0218,2021-09-28,Education,Education event,6,Intermediate
ATH_0218,2020-05-19,Coach change,Coach change event,6,Intermediate
ATH_0218,2021-09-09,Sponsorship deal,Sponsorship deal event,6,Intermediate
ATH_0218,2022-07-25,Competition,Participated in championship,6,Intermediate
ATH_0218,2020-03-04,Career change,Started new position,10,Intermediate
ATH_0218,2020-10-12,Location change,Relocated to new city,8,Intermediate
ATH_0218,2020-03-23,Training milestone,Reached 1000km milestone,7,Intermediate
ATH_0219,2020-06-06,Sponsorship deal,Sponsorship deal event,6,Intermediate
ATH_0219,2021-12-15,Injury recovery,Injury recovery event,6,Intermediate
ATH_0219,2020-12-16,Family event,Family event event,9,Intermediate
ATH_0219,2019-10-13,Sponsorship deal,Sponsorship deal event,8,Intermediate
ATH_0219,2019-10-25,Coach change,Coach change event,3,Intermediate
ATH_0219,2022-09-28,Education,Education event,5,Intermediate
ATH_0219,2018-07-26,Race victory,Won age group,10,Intermediate
ATH_0219,2024-06-15,Competition,Participated in triathlon,5,Intermediate
ATH_0219,2024-01-06,Major competition,Major competition event,9,Intermediate
ATH_0219,2021-08-15,Race victory,Won division title,6,Intermediate
ATH_0219,2023-07-10,Education,Education event,6,Intermediate
ATH_0219,2018-01-19,Personal best,Personal best event,4,Intermediate
ATH_0219,2024-04-25,Personal best,Personal best event,7,Intermediate
ATH_0219,2018-07-20,Personal achievement,Personal achievement event,4,Intermediate
ATH_0219,2018-07-06,Education,Education event,3,Intermediate
ATH_0219,2024-02-06,Competition,Participated in championship,5,Intermediate
ATH_0219,2019-06-07,Training milestone,Reached 1000km milestone,7,Intermediate
ATH_0220,2022-02-19,Education,Education event,7,Intermediate
ATH_0220,2022-08-04,Coach change,Coach change event,9,Intermediate
ATH_0220,2022-09-22,Location change,Relocated to new city,6,Intermediate
ATH_0220,2023-09-26,Sponsorship deal,Sponsorship deal event,6,Intermediate
ATH_0220,2022-02-17,Career change,Started new position,6,Intermediate
ATH_0220,2024-07-26,Coach change,Coach change event,8,Intermediate
ATH_0220,2023-01-26,Training milestone,Reached consistency streak,7,Intermediate
ATH_0221,2013-09-25,Training milestone,Reached 100km month,3,Elite Amateur
ATH_0221,2022-06-29,Injury recovery,Injury recovery event,5,Elite Amateur
ATH_0221,2022-03-06,Retirement consideration,Retirement consideration event,8,Elite Amateur
ATH_0221,2017-06-11,Career change,Started new position,9,Elite Amateur
ATH_0221,2009-04-04,Education,Education event,4,Elite Amateur
ATH_0221,2019-06-25,Competition,Participated in marathon,5,Elite Amateur
ATH_0221,2019-06-20,Retirement consideration,Retirement consideration event,3,Elite Amateur
ATH_0221,2020-05-29,Competition,Participated in triathlon,3,Elite Amateur
ATH_0221,2021-11-13,Sponsorship deal,Sponsorship deal event,2,Elite Amateur
ATH_0221,2022-12-05,Personal best,Personal best event,5,Elite Amateur
ATH_0221,2012-09-06,Personal best,Personal best event,4,Elite Amateur
ATH_0221,2018-04-24,Race victory,Won age group,4,Elite Amateur
ATH_0221,2013-07-26,Injury recovery,Injury recovery event,6,Elite Amateur
ATH_0221,2020-10-18,Team change,Team change event,7,Elite Amateur
ATH_0221,2011-05-19,Injury recovery,Injury recovery event,4,Elite Amateur
ATH_0221,2017-01-11,Race victory,Won division title,4,Elite Amateur
ATH_0221,2017-10-12,Major competition,Major competition event,7,Elite Amateur
ATH_0221,2018-01-23,Training camp,Training camp event,4,Elite Amateur
ATH_0221,2017-02-20,Competition,Participated in regional qualifier,6,Elite Amateur
ATH_0221,2017-10-15,Retirement consideration,Retirement consideration event,4,Elite Amateur
ATH_0222,2024-12-16,Competition,Participated in international competition,5,Intermediate
ATH_0222,2024-05-22,Personal achievement,Personal achievement event,6,Intermediate
ATH_0223,2024-07-06,Injury recovery,Injury recovery event,3,Intermediate
ATH_0223,2024-09-17,Sponsorship deal,Sponsorship deal event,10,Intermediate
ATH_0223,2023-04-25,Career change,Started new position,3,Intermediate
ATH_0223,2021-07-07,Injury recovery,Injury recovery event,4,Intermediate
ATH_0223,2022-08-13,Personal best,Personal best event,9,Intermediate
ATH_0223,2020-05-23,Major competition,Major competition event,9,Intermediate
ATH_0223,2022-09-13,Injury recovery,Injury recovery event,5,Intermediate
ATH_0223,2022-08-03,Training camp,Training camp event,7,Intermediate
ATH_0223,2021-07-24,Sponsorship deal,Sponsorship deal event,5,Intermediate
ATH_0223,2022-08-23,Personal achievement,Personal achievement event,2,Intermediate
ATH_0223,2020-04-23,Competition,Participated in marathon,9,Intermediate
ATH_0224,2023-01-05,Location change,Relocated to new city,5,Intermediate
ATH_0224,2024-08-06,Injury recovery,Injury recovery event,4,Intermediate
ATH_0224,2022-08-04,Education,Education event,8,Intermediate
ATH_0224,2022-12-18,Competition,Participated in international competition,4,Intermediate
ATH_0224,2024-05-24,Personal best,Personal best event,7,Intermediate
ATH_0224,2023-07-10,Sponsorship deal,Sponsorship deal event,5,Intermediate
ATH_0224,2022-01-29,Location change,Relocated to new city,9,Intermediate
ATH_0224,2023-12-30,Education,Education event,6,Intermediate
ATH_0224,2022-05-02,Personal achievement,Personal achievement event,5,Intermediate
ATH_0225,2024-12-05,Coach change,Coach change event,6,Advanced
ATH_0225,2022-03-01,Coach change,Coach change event,5,Advanced
ATH_0225,2016-02-26,Competition,Participated in local race,4,Advanced
ATH_0225,2023-07-10,Retirement consideration,Retirement consideration event,8,Advanced
ATH_0225,2023-01-02,Training camp,Training camp event,6,Advanced
ATH_0225,2018-07-12,Coach change,Coach change event,3,Advanced
ATH_0225,2020-11-20,Education,Education event,5,Advanced
ATH_0225,2018-10-24,Retirement consideration,Retirement consideration event,8,Advanced
ATH_0225,2024-01-15,Retirement consideration,Retirement consideration event,3,Advanced
