athlete_id,date,activity_type,distance_km,duration_minutes,elevation_gain_m,avg_heart_rate,max_heart_rate,calories_burned
ATH_035,2024-10-08,Tennis,10.97,99,0,126,151,313
ATH_035,2023-08-26,Tennis,23.52,133,0,116,134,796
ATH_035,2023-02-24,Tennis,18.63,134,0,144,162,1047
ATH_035,2023-03-04,Tennis,5.49,37,0,127,150,362
ATH_035,2024-02-10,Tennis,7.98,71,0,136,155,527
ATH_035,2024-01-24,Tennis,8.81,67,0,120,141,483
ATH_035,2023-05-13,Tennis,15.78,145,0,142,154,1172
ATH_035,2024-09-03,Tennis,14.48,121,0,146,161,581
ATH_035,2023-12-08,CrossFit,12.86,105,0,152,168,787
ATH_035,2024-03-22,Tennis,5,30,0,146,156,367
ATH_035,2023-10-11,Tennis,14.32,113,0,131,150,1077
ATH_035,2023-05-06,Tennis,5.92,37,0,124,147,280
ATH_035,2023-10-02,Running,22.17,125,544,141,151,712
ATH_035,2023-08-26,Rowing,7.43,72,0,149,172,532
ATH_035,2024-06-11,Tennis,6.05,43,0,129,139,435
ATH_035,2023-06-03,Tennis,25.3,150,0,134,144,1580
ATH_035,2023-06-22,Tennis,7.25,75,0,100,124,647
ATH_035,2023-08-23,Tennis,12.97,142,0,137,151,1654
ATH_035,2023-05-18,Tennis,9.43,110,0,129,142,1071
ATH_035,2024-11-16,Rowing,5,39,0,155,165,336
ATH_035,2024-09-05,Tennis,12.92,102,0,122,134,859
ATH_035,2024-11-04,Tennis,9.12,56,0,128,149,540
ATH_035,2024-03-08,CrossFit,16.04,137,0,134,154,1196
ATH_035,2024-09-25,Tennis,5.08,54,0,147,167,261
ATH_035,2023-09-26,Swimming,2.01,14,0,129,145,93
ATH_035,2024-12-21,Tennis,8.85,92,0,118,136,945
ATH_035,2024-10-31,Tennis,9.37,78,0,130,150,516
ATH_035,2024-05-27,Tennis,10.41,99,0,158,171,733
ATH_035,2023-02-26,Tennis,25.25,234,0,100,124,2068
ATH_035,2024-06-27,Tennis,11.61,81,0,144,156,748
ATH_035,2024-07-30,Tennis,12.33,128,0,122,145,556
ATH_035,2023-10-30,Tennis,11.82,94,0,129,154,659
ATH_035,2024-05-22,Tennis,8.19,38,0,119,140,455
ATH_035,2024-03-29,Tennis,13.73,98,0,138,152,614
ATH_035,2023-03-17,Tennis,5,36,0,132,157,392
ATH_035,2023-05-01,Tennis,6.9,53,0,148,163,322
ATH_035,2023-04-03,Tennis,13.34,120,0,127,152,1022
ATH_035,2024-05-29,Tennis,13.0,92,0,136,154,717
ATH_035,2023-05-31,Tennis,13.77,75,0,140,153,417
ATH_035,2023-06-27,Running,13.0,73,190,145,159,580
ATH_035,2023-01-25,Tennis,5.51,55,0,146,156,524
ATH_035,2023-06-26,Rowing,8.42,54,0,132,142,414
ATH_035,2024-04-18,Tennis,6.13,54,0,120,140,348
ATH_035,2023-05-08,Tennis,7.78,33,0,138,150,250
ATH_035,2024-03-30,Tennis,13.7,129,0,126,137,792
ATH_035,2023-02-10,Tennis,6.7,70,0,137,160,402
ATH_035,2023-12-24,Tennis,14.08,146,0,127,144,801
ATH_035,2024-12-03,Tennis,12.15,93,0,130,148,776
ATH_035,2024-05-15,Triathlon,7.72,73,0,112,127,583
ATH_035,2024-01-26,Running,11.03,62,164,132,144,739
ATH_035,2023-05-31,Tennis,16.68,116,0,141,152,1095
ATH_035,2023-05-21,Basketball,5.17,40,0,134,147,388
ATH_035,2023-09-02,Tennis,18.03,222,0,102,118,2264
ATH_035,2023-05-19,Tennis,5,38,0,130,153,317
ATH_035,2023-03-23,Tennis,5.19,39,0,110,120,386
ATH_035,2024-12-30,Tennis,14.84,112,0,138,163,745
ATH_035,2024-01-06,Tennis,7.44,39,0,128,153,404
ATH_035,2023-08-09,Tennis,24.29,156,0,141,161,1713
ATH_035,2023-04-15,Tennis,13.77,147,0,131,141,1447
ATH_035,2024-11-24,Tennis,5,32,0,125,150,123
ATH_035,2023-10-13,Tennis,5.71,45,0,114,131,409
ATH_035,2023-08-04,Swimming,2.4,10,0,107,122,82
ATH_035,2024-08-31,Tennis,9.39,62,0,117,136,606
ATH_035,2024-06-09,Tennis,14.15,127,0,125,149,987
ATH_035,2024-05-08,Tennis,11.04,85,0,152,166,412
ATH_035,2023-11-19,Tennis,14.43,155,0,124,144,1731
ATH_035,2023-10-23,Running,13.54,76,309,129,146,563
ATH_035,2024-12-28,Tennis,10.54,60,0,125,146,318
ATH_035,2024-07-01,Running,13.01,73,169,153,166,606
ATH_035,2023-03-22,Tennis,6.82,79,0,130,151,701
ATH_035,2024-07-22,Tennis,10.15,100,0,125,142,500
ATH_035,2024-03-28,Tennis,8.06,53,0,149,168,282
ATH_035,2023-08-08,Tennis,10.23,81,0,151,166,679
ATH_035,2024-12-05,Tennis,5,52,0,121,135,587
ATH_035,2024-12-07,Tennis,5,32,0,153,169,319
ATH_035,2023-04-11,Tennis,9.27,67,0,111,129,585
ATH_035,2024-07-31,CrossFit,12.38,115,0,147,160,1092
ATH_035,2024-10-29,Tennis,11.33,64,0,139,162,495
ATH_035,2023-03-29,Tennis,12.25,68,0,130,141,720
ATH_035,2023-01-05,Tennis,18.66,187,0,133,154,1079
ATH_035,2024-03-25,Tennis,11.82,66,0,139,158,403
ATH_035,2023-12-23,Football,8.07,73,0,128,150,729
ATH_035,2024-12-10,Rowing,18.81,145,0,168,177,1252
ATH_035,2024-11-23,Tennis,8.31,100,0,126,150,1067
ATH_035,2023-02-03,Tennis,9.88,55,0,127,151,521
ATH_035,2024-04-08,Tennis,8.74,62,0,104,128,201
ATH_035,2023-06-04,Tennis,5,28,0,153,177,227
ATH_035,2024-07-12,Cycling,58.68,136,869,121,142,187
ATH_035,2024-04-08,Tennis,10.0,100,0,138,160,286
ATH_035,2023-03-15,Tennis,11.59,77,0,122,144,435
ATH_035,2023-09-25,Cycling,75.68,176,0,119,140,1716
ATH_035,2024-07-24,Triathlon,5,29,0,101,120,187
ATH_035,2024-02-12,Running,16.01,90,441,132,148,532
ATH_035,2024-10-15,Rowing,8.82,72,0,130,149,285
ATH_035,2023-01-07,Basketball,5,39,0,120,137,350
ATH_035,2023-04-11,Tennis,7.2,47,0,123,142,476
ATH_035,2023-10-31,Tennis,5.26,51,0,127,141,327
ATH_035,2023-03-25,Tennis,5.86,41,0,142,166,219
ATH_035,2024-07-05,Tennis,13.95,109,0,140,164,1061
ATH_035,2023-10-27,Tennis,6.19,67,0,136,153,581
ATH_035,2023-07-14,Tennis,5,52,0,118,134,612
ATH_035,2024-09-16,Football,9.14,102,0,133,152,1135
ATH_035,2024-11-09,Tennis,11.81,107,0,100,116,811
ATH_035,2024-10-13,Tennis,20.14,126,0,136,148,832
ATH_035,2024-01-27,Tennis,8.18,64,0,128,148,856
ATH_035,2024-11-26,Tennis,5.88,46,0,120,134,399
ATH_035,2023-01-01,Tennis,16.06,125,0,135,147,751
ATH_035,2023-01-14,Football,10.45,74,0,143,167,708
ATH_035,2023-10-20,Tennis,6.95,60,0,133,149,551
ATH_035,2024-06-02,Tennis,8.4,60,0,147,158,351
ATH_035,2024-01-20,Tennis,7.86,59,0,136,150,377
ATH_035,2024-03-07,Tennis,13.7,80,0,129,146,551
ATH_035,2023-12-03,Tennis,9.35,97,0,149,172,504
ATH_035,2023-09-13,Tennis,13.95,73,0,114,128,723
ATH_035,2023-07-29,Tennis,21.08,93,0,123,133,881
ATH_035,2023-12-15,Tennis,14.37,100,0,131,148,921
ATH_035,2024-02-25,Tennis,13.53,100,0,123,141,703
ATH_035,2024-09-16,Tennis,6.18,79,0,146,160,639
ATH_035,2024-06-14,Tennis,7.99,50,0,125,139,281
ATH_035,2023-01-05,Tennis,12.07,63,0,131,147,521
ATH_035,2023-10-06,Tennis,17.82,119,0,111,132,1218
ATH_035,2024-08-07,Tennis,18.62,207,0,143,167,1994
ATH_035,2023-02-17,Rowing,5,37,0,110,122,382
ATH_035,2023-08-13,Tennis,5,24,0,145,156,179
ATH_035,2024-03-27,Tennis,9.68,63,0,112,131,456
ATH_035,2023-05-03,Tennis,15.57,182,0,133,147,1452
ATH_035,2024-09-03,Tennis,5,50,0,141,163,392
ATH_035,2024-11-04,Tennis,18.66,174,0,100,125,1483
ATH_035,2024-04-10,Basketball,6.69,51,0,136,151,282
ATH_035,2024-05-28,Tennis,5,40,0,146,170,401
ATH_035,2023-09-15,Tennis,10.27,82,0,107,124,648
ATH_035,2024-03-20,Tennis,7.42,62,0,135,150,366
ATH_035,2024-01-07,CrossFit,11.09,83,0,119,143,468
ATH_035,2024-02-07,Tennis,10.64,75,0,138,162,555
ATH_035,2024-10-24,Tennis,8.22,55,0,132,143,629
ATH_035,2023-08-01,Tennis,20.7,151,0,137,147,1329
ATH_035,2024-07-21,Tennis,5,28,0,132,149,205
ATH_035,2023-05-07,Tennis,7.26,47,0,119,139,398
ATH_035,2024-12-04,Tennis,5.06,60,0,153,168,707
ATH_035,2023-01-16,Triathlon,10.23,89,0,115,136,756
ATH_035,2023-04-22,Tennis,14.5,109,0,137,149,1174
ATH_035,2023-12-14,Tennis,12.87,109,0,156,172,460
ATH_035,2023-06-14,Tennis,11.35,68,0,104,114,629
ATH_035,2023-10-17,Triathlon,14.79,134,0,121,141,724
ATH_035,2023-04-12,Triathlon,5,61,0,102,124,858
ATH_035,2023-05-03,Tennis,15.05,61,0,155,174,577
ATH_035,2023-07-26,Triathlon,9.1,95,0,134,145,584
ATH_035,2024-03-04,Tennis,11.89,102,0,114,125,710
ATH_035,2024-02-19,Tennis,8.09,63,0,130,149,432
ATH_035,2023-11-22,Tennis,12.6,79,0,121,137,665
ATH_035,2023-01-31,Rowing,9.24,71,0,125,149,753
ATH_035,2023-04-30,Tennis,5,30,0,116,140,240
ATH_035,2023-12-06,Basketball,11.2,48,0,116,137,352
ATH_035,2024-09-16,CrossFit,9.48,59,0,114,125,605
ATH_035,2023-03-13,Tennis,12.15,137,0,148,159,808
ATH_035,2024-07-23,Tennis,6.88,75,0,124,135,737
ATH_035,2024-11-27,Tennis,6.31,45,0,149,167,353
ATH_035,2023-06-02,Tennis,13.21,99,0,113,123,858
ATH_035,2024-06-20,Tennis,17.34,173,0,127,144,1552
ATH_035,2024-08-17,Basketball,8.27,78,0,151,170,794
ATH_035,2024-06-29,CrossFit,15.9,155,0,102,123,1747
ATH_035,2024-03-16,Tennis,5,47,0,125,142,387
ATH_035,2024-01-26,Tennis,12.62,164,0,136,157,1248
ATH_035,2023-09-12,Tennis,11.45,72,0,134,155,546
ATH_035,2024-11-29,Tennis,15.61,95,0,123,136,1033
ATH_035,2024-03-12,Tennis,17.52,104,0,101,113,712
ATH_035,2024-01-09,Tennis,14.26,100,0,125,145,958
ATH_035,2023-10-24,Tennis,8.28,50,0,118,131,512
ATH_035,2024-04-12,Tennis,5,33,0,102,113,282
ATH_035,2024-10-06,Tennis,5.96,20,0,131,146,133
ATH_035,2024-04-07,Tennis,11.22,86,0,147,167,477
ATH_035,2023-09-12,Tennis,11.67,84,0,145,156,582
ATH_035,2024-11-11,Tennis,5,40,0,156,177,319
ATH_035,2024-12-31,Tennis,15.97,140,0,128,151,1124
ATH_035,2023-04-05,Tennis,17.49,149,0,125,146,1072
ATH_035,2023-07-26,Rowing,14.41,58,0,123,138,498
ATH_035,2023-03-23,Tennis,5,36,0,118,143,308
ATH_035,2023-03-26,Tennis,8.76,66,0,126,145,760
ATH_035,2023-01-23,Tennis,5.76,57,0,132,146,469
ATH_035,2023-07-06,Tennis,7.71,53,0,139,156,112
ATH_035,2024-06-09,Swimming,3.79,30,0,128,139,237
ATH_035,2024-03-14,Running,15.82,89,0,122,138,797
ATH_035,2024-03-22,Triathlon,12.69,96,0,126,146,621
ATH_035,2024-10-31,Tennis,5,62,0,147,167,483
ATH_035,2023-01-26,Tennis,8.75,59,0,113,124,350
ATH_035,2023-03-23,Tennis,5,54,0,123,146,490
ATH_035,2024-04-23,Running,23.79,134,87,108,122,1306
ATH_035,2023-05-13,Tennis,5,26,0,117,136,179
ATH_035,2024-11-11,Tennis,12.04,82,0,100,113,533
ATH_035,2024-07-08,Tennis,10.32,74,0,104,129,720
ATH_035,2023-01-11,Tennis,19.17,137,0,124,140,357
ATH_035,2024-11-22,Tennis,12.47,66,0,152,164,763
ATH_035,2024-10-19,Tennis,8.99,71,0,100,115,694
ATH_035,2024-03-10,Tennis,11.25,69,0,133,153,242
ATH_035,2024-01-08,Running,18.9,106,331,132,143,741
ATH_035,2024-07-15,Tennis,16.85,135,0,114,126,829
ATH_035,2024-12-20,Tennis,11.76,81,0,146,165,873
ATH_035,2023-11-13,Tennis,5.92,58,0,133,152,297
ATH_035,2023-07-23,Tennis,9.38,87,0,155,172,786
ATH_035,2023-11-20,Tennis,9.31,89,0,133,155,1002
ATH_035,2024-09-08,Tennis,10.17,106,0,140,164,978
ATH_035,2023-09-24,Tennis,5.9,47,0,135,147,464
ATH_035,2023-09-08,Tennis,9.8,84,0,134,155,822
ATH_035,2024-03-24,Tennis,17.75,92,0,149,164,386
ATH_035,2023-10-15,Tennis,10.82,54,0,139,160,459
ATH_035,2023-07-23,Football,5,52,0,100,120,361
ATH_035,2024-12-31,Tennis,12.62,100,0,168,177,720
ATH_035,2023-10-04,Rowing,5.76,69,0,128,140,534
ATH_035,2023-10-28,Tennis,10.27,77,0,154,177,579
ATH_035,2024-09-11,Swimming,2.05,16,0,134,146,75
ATH_035,2024-07-22,Tennis,5,45,0,126,147,262
ATH_035,2024-04-27,Swimming,2.42,18,0,130,155,138
ATH_035,2024-07-09,Tennis,12.81,75,0,136,150,397
ATH_035,2023-12-03,Tennis,8.65,79,0,144,155,548
ATH_035,2023-12-28,Tennis,5,23,0,126,147,225
ATH_035,2023-05-02,Tennis,7.62,36,0,145,168,255
ATH_035,2024-11-14,Swimming,0.61,10,0,107,122,46
ATH_035,2023-12-04,Tennis,7.08,66,0,126,145,404
ATH_035,2024-11-12,Tennis,13.12,73,0,110,135,630
ATH_035,2023-01-04,Triathlon,10.26,108,0,130,144,1065
ATH_035,2023-07-19,Tennis,13.55,119,0,129,150,1020
ATH_035,2023-07-30,Tennis,6.14,53,0,127,149,502
ATH_035,2023-02-06,Tennis,9.58,85,0,116,138,522
ATH_035,2023-08-03,Tennis,15.14,82,0,140,156,965
ATH_035,2024-03-28,Tennis,10.29,140,0,151,164,617
ATH_035,2023-10-01,Tennis,14.53,133,0,126,146,1279
ATH_035,2023-11-04,Tennis,14.81,101,0,129,143,565
ATH_035,2023-06-06,Football,11.81,47,0,124,149,477
ATH_035,2024-04-04,Tennis,14.28,122,0,129,153,446
ATH_035,2023-08-02,Tennis,14.25,97,0,132,147,853
ATH_035,2024-06-27,Basketball,12.31,140,0,100,121,935
ATH_035,2023-11-28,Tennis,7.78,90,0,139,151,688
ATH_035,2024-03-21,Tennis,14.98,107,0,142,154,733
ATH_035,2024-01-16,Football,14.85,153,0,153,168,1246
ATH_035,2024-03-05,Tennis,11.9,96,0,140,154,622
ATH_035,2024-07-21,CrossFit,5,33,0,149,167,412
ATH_035,2023-10-27,Tennis,17.58,139,0,137,151,1071
ATH_035,2024-09-26,Basketball,5,54,0,125,136,337
ATH_035,2024-12-28,Tennis,14.77,53,0,100,117,326
ATH_035,2024-12-17,Tennis,5.01,17,0,129,141,47
ATH_035,2023-03-13,Rowing,13.76,172,0,168,177,1451
ATH_035,2024-01-09,Tennis,15.28,102,0,120,132,1017
ATH_035,2023-07-30,Tennis,10.88,91,0,132,148,849
ATH_035,2023-02-27,Tennis,7.67,66,0,138,150,458
ATH_035,2024-04-07,Tennis,9.36,47,0,122,136,338
ATH_035,2024-06-06,Tennis,7.65,33,0,125,139,251
ATH_035,2023-02-08,Tennis,10.19,93,0,153,167,730
ATH_035,2024-10-06,Tennis,9.43,89,0,131,150,592
ATH_035,2024-10-30,Tennis,5.07,37,0,116,128,233
ATH_035,2023-06-18,Rowing,16.49,83,0,111,133,667
ATH_035,2023-10-02,Tennis,14.03,109,0,152,177,550
ATH_035,2024-04-22,Tennis,15.21,112,0,148,161,1079
ATH_035,2024-04-02,Tennis,12.7,85,0,152,166,384
ATH_035,2023-12-19,Tennis,5,36,0,143,167,269
ATH_035,2024-04-30,Running,15.94,89,468,119,142,611
ATH_035,2024-12-27,Cycling,72.74,169,314,127,140,903
ATH_035,2024-09-18,Tennis,13.63,162,0,120,130,1351
ATH_035,2024-08-25,Tennis,5.83,47,0,132,153,424
ATH_035,2024-09-10,Tennis,18.01,175,0,127,138,1947
ATH_035,2024-05-12,CrossFit,16.1,138,0,122,141,1178
ATH_035,2023-11-20,Tennis,5,58,0,140,159,505
ATH_036,2023-05-18,Rowing,18.52,212,0,126,140,1194
ATH_036,2023-08-11,Rowing,18.74,152,0,128,142,1269
ATH_036,2024-11-18,Rowing,9.92,115,0,174,188,970
ATH_036,2024-07-07,Rowing,13.74,73,0,113,137,743
ATH_036,2024-08-09,Rowing,12.51,93,0,110,130,982
ATH_036,2023-02-21,Rowing,6.16,58,0,123,144,484
ATH_036,2024-11-21,Rowing,5,40,0,139,149,213
ATH_036,2024-05-10,Rowing,6.31,61,0,149,167,433
ATH_036,2024-05-26,Swimming,1.22,11,0,138,163,93
ATH_036,2024-05-21,Rowing,7.94,59,0,104,125,534
ATH_036,2023-04-02,Running,9.14,54,75,161,181,258
ATH_036,2024-05-01,Rowing,7.68,44,0,156,175,370
ATH_036,2024-05-08,Rowing,7.08,57,0,115,139,547
ATH_036,2024-04-13,Rowing,10.43,60,0,168,179,639
ATH_036,2024-05-16,CrossFit,8.06,39,0,130,151,135
ATH_036,2024-10-15,Rowing,5.91,65,0,158,174,245
ATH_036,2023-09-19,Rowing,11.8,101,0,159,184,914
ATH_036,2024-06-21,Rowing,10.85,110,0,116,141,897
ATH_036,2023-02-21,Running,10.3,61,33,152,165,479
ATH_036,2023-10-14,Cycling,25.61,56,553,152,164,680
ATH_036,2023-05-02,Rowing,11.85,100,0,139,157,811
ATH_036,2023-07-12,Rowing,18.25,159,0,148,162,1095
ATH_036,2023-06-14,Rowing,8.05,53,0,135,152,415
ATH_036,2024-11-29,Rowing,8.67,73,0,119,139,678
ATH_036,2024-10-08,Rowing,12.59,121,0,149,160,1196
ATH_036,2023-01-07,Rowing,6.35,63,0,131,153,546
ATH_036,2023-04-12,Rowing,9.81,116,0,150,169,974
ATH_036,2024-09-10,Rowing,18.26,152,0,141,165,1424
ATH_036,2023-04-30,Basketball,8.2,75,0,135,157,605
ATH_036,2023-11-07,Rowing,7.7,64,0,164,180,604
ATH_036,2023-10-24,Running,5.05,29,57,122,132,136
ATH_036,2024-05-10,Rowing,5,35,0,106,131,345
ATH_036,2024-05-13,Rowing,13.93,106,0,157,173,641
ATH_036,2024-01-26,Rowing,16.85,142,0,135,151,1132
ATH_036,2024-11-11,Running,8.67,51,0,132,155,549
ATH_036,2023-12-09,Rowing,16.3,135,0,134,151,728
ATH_036,2024-08-22,Rowing,7.71,39,0,142,164,272
ATH_036,2023-03-16,Running,10.03,59,0,124,138,500
ATH_036,2024-07-04,Rowing,5,28,0,120,144,272
ATH_036,2023-05-01,Running,10.86,64,130,148,159,434
ATH_036,2023-08-16,Rowing,10.14,93,0,116,135,828
ATH_036,2024-01-19,CrossFit,8.64,76,0,142,154,590
ATH_036,2024-09-10,Rowing,9.12,88,0,124,144,868
ATH_036,2023-01-04,Rowing,7.35,84,0,144,161,763
ATH_036,2023-12-03,Rowing,5,43,0,133,147,286
ATH_036,2023-02-21,Rowing,9.79,88,0,136,157,732
ATH_036,2023-04-19,Swimming,2.9,32,0,106,119,240
ATH_036,2023-06-24,Rowing,7.98,77,0,181,191,657
ATH_036,2024-11-17,Rowing,11.62,75,0,136,158,510
ATH_036,2024-08-18,Rowing,14.94,133,0,153,178,1397
ATH_036,2024-01-21,Rowing,10.7,87,0,140,160,561
ATH_036,2024-01-23,Rowing,8.2,59,0,123,139,439
ATH_036,2024-05-08,Rowing,8.36,38,0,117,133,318
ATH_036,2024-07-20,Cycling,28.98,63,163,140,155,749
ATH_036,2023-08-15,Rowing,6.59,63,0,172,191,371
ATH_036,2023-08-16,CrossFit,7.42,48,0,150,170,549
ATH_036,2024-01-14,Football,5,59,0,142,155,562
ATH_037,2023-12-31,Rowing,6.31,64,0,100,123,428
ATH_037,2024-03-23,Football,11.42,82,0,120,143,784
ATH_037,2023-12-25,Rowing,14.21,75,0,113,124,629
ATH_037,2024-01-08,Rowing,5,41,0,109,119,240
ATH_037,2024-08-15,CrossFit,6.79,51,0,130,142,209
ATH_037,2024-09-09,Rowing,9.7,63,0,116,128,519
ATH_037,2023-01-02,Rowing,14.14,66,0,101,122,464
ATH_037,2023-10-18,Swimming,2.87,29,0,142,163,183
ATH_037,2024-07-21,Cycling,33.58,80,289,154,171,447
ATH_037,2023-09-24,Rowing,10.29,91,0,130,154,604
ATH_037,2024-11-10,Cycling,65.22,155,395,110,134,1320
ATH_037,2024-11-18,Rowing,5,32,0,127,139,263
ATH_037,2023-11-02,Rowing,9.75,76,0,123,133,485
ATH_037,2024-12-19,Rowing,9.24,50,0,139,161,366
ATH_037,2024-12-07,Rowing,14.29,123,0,104,129,988
ATH_037,2023-04-21,Triathlon,11.9,119,0,129,150,1271
ATH_037,2024-04-17,Rowing,6.69,65,0,138,156,449
ATH_037,2023-12-12,Rowing,5.04,49,0,162,171,440
ATH_037,2023-02-12,Rowing,5,44,0,134,159,357
ATH_037,2024-01-31,Rowing,9.29,70,0,121,145,657
ATH_037,2023-10-09,Rowing,20.19,193,0,100,113,1651
ATH_037,2023-06-21,Rowing,5,40,0,130,154,387
ATH_037,2023-04-15,Rowing,8.54,48,0,137,157,290
ATH_037,2024-10-18,Rowing,20.34,168,0,131,141,1608
ATH_037,2023-11-29,Rowing,14.12,83,0,149,160,926
ATH_037,2023-04-17,Rowing,10.04,79,0,125,148,595
ATH_037,2024-06-26,Rowing,10.42,49,0,127,148,391
ATH_037,2023-09-02,Rowing,5.93,36,0,127,152,293
ATH_037,2024-07-21,Basketball,5,52,0,124,145,342
ATH_037,2024-07-15,Rowing,7.76,65,0,122,143,562
ATH_037,2023-05-31,Rowing,5.81,35,0,116,137,170
ATH_037,2023-11-10,Rowing,8.93,41,0,137,159,439
ATH_037,2024-11-16,Rowing,12.61,137,0,111,128,1059
ATH_037,2023-04-28,Rowing,14.28,101,0,133,157,459
ATH_037,2024-08-07,Rowing,9.13,51,0,148,168,422
ATH_037,2023-07-01,Rowing,5,52,0,116,126,225
ATH_037,2024-06-01,Rowing,11.2,49,0,125,141,514
ATH_037,2023-03-02,Rowing,5.99,55,0,106,120,638
ATH_037,2024-04-20,Cycling,37.91,90,610,131,155,664
ATH_037,2023-10-07,Cycling,71.86,171,201,100,116,862
ATH_037,2024-04-01,Rowing,5.74,48,0,105,128,358
ATH_037,2024-10-23,Rowing,5,34,0,113,136,360
ATH_037,2024-09-14,Triathlon,7.57,65,0,120,132,609
ATH_037,2024-08-25,Football,11.3,61,0,127,150,417
ATH_037,2024-01-26,Rowing,5,53,0,126,149,340
ATH_037,2023-02-22,Rowing,12.64,139,0,123,136,1302
ATH_037,2023-11-18,Rowing,6.7,58,0,138,159,329
ATH_037,2023-06-04,Rowing,8.29,91,0,100,119,458
ATH_037,2024-03-09,Football,13.04,75,0,130,152,628
ATH_037,2024-07-07,Rowing,15.45,107,0,135,160,1175
ATH_037,2023-08-20,Basketball,11.55,76,0,117,140,530
ATH_037,2023-08-21,Rowing,6.25,46,0,144,158,268
ATH_037,2023-12-20,Rowing,20.57,138,0,132,154,975
ATH_037,2023-02-04,Rowing,8.91,67,0,140,151,687
ATH_037,2023-02-28,Rowing,10.28,78,0,139,152,701
ATH_037,2024-12-18,Rowing,14.16,122,0,129,152,1362
ATH_037,2024-10-15,Rowing,13.26,60,0,134,145,564
ATH_037,2024-04-03,Rowing,6.73,44,0,129,147,280
ATH_037,2024-01-24,Swimming,1.89,15,0,100,121,87
ATH_037,2023-09-21,Rowing,10.09,111,0,112,123,536
ATH_037,2024-05-29,Cycling,40.29,96,957,114,135,898
ATH_037,2023-07-04,Rowing,18.2,97,0,121,141,706
ATH_037,2024-01-16,Tennis,10.21,93,0,119,140,807
ATH_037,2024-06-16,Rowing,10.79,129,0,117,141,926
ATH_037,2024-12-16,Rowing,11.62,85,0,100,115,459
ATH_037,2024-02-09,Rowing,14.68,98,0,132,145,803
ATH_037,2023-07-07,Running,10.19,56,167,115,126,381
ATH_037,2024-07-04,Rowing,5,51,0,128,146,401
ATH_037,2024-10-24,Rowing,12.97,69,0,137,154,570
ATH_037,2023-03-03,Rowing,15.08,124,0,131,141,1255
ATH_037,2023-08-07,Tennis,6.62,74,0,155,171,525
ATH_037,2023-07-26,Running,13.58,74,121,135,157,609
ATH_037,2024-12-03,Rowing,9.05,74,0,133,145,681
ATH_037,2024-07-12,Rowing,20.33,98,0,132,151,1468
ATH_037,2024-05-23,Rowing,9.85,52,0,130,146,474
ATH_037,2023-06-05,Rowing,9.52,49,0,121,136,380
ATH_037,2023-09-03,Football,8.81,87,0,139,161,641
ATH_037,2023-09-05,Rowing,10.36,70,0,110,125,440
ATH_037,2023-12-12,Football,5,33,0,114,126,396
ATH_037,2024-04-14,Rowing,9.17,90,0,150,162,955
ATH_037,2023-10-24,Cycling,24.71,59,477,135,155,423
ATH_037,2024-02-02,Rowing,17.43,112,0,111,126,672
ATH_037,2024-09-12,Rowing,9.79,78,0,129,152,549
ATH_037,2024-12-11,Basketball,6.35,58,0,138,159,435
ATH_037,2024-03-28,Rowing,14.59,112,0,100,122,660
ATH_037,2023-07-24,Rowing,14.04,168,0,133,149,1714
ATH_037,2023-08-11,Rowing,16.64,107,0,100,110,790
ATH_037,2024-05-06,Rowing,18.75,162,0,118,130,1211
ATH_037,2024-11-28,Rowing,5,39,0,125,148,255
ATH_037,2023-02-11,Basketball,19.36,160,0,104,129,1417
ATH_037,2024-08-28,Tennis,20.82,159,0,129,145,1352
ATH_037,2023-08-23,CrossFit,17.2,83,0,145,160,682
ATH_037,2024-07-09,Rowing,5.28,51,0,108,130,478
ATH_037,2023-07-23,Rowing,7.93,80,0,124,141,589
ATH_037,2024-12-08,Rowing,5,73,0,136,146,348
ATH_037,2024-06-29,Triathlon,9.78,71,0,137,151,558
ATH_037,2023-04-28,Cycling,39.01,93,273,150,162,547
ATH_037,2024-02-11,Cycling,62.01,148,1471,141,166,393
ATH_037,2024-07-07,Rowing,16.61,134,0,125,135,910
ATH_037,2023-08-11,Rowing,5.38,43,0,125,135,398
ATH_037,2023-09-24,Rowing,12.61,96,0,123,136,646
ATH_037,2024-06-07,Rowing,11.23,99,0,124,149,643
ATH_037,2024-10-02,Tennis,10.37,88,0,146,170,901
ATH_037,2024-03-04,Rowing,21.59,179,0,115,137,1023
ATH_037,2023-06-08,CrossFit,9.29,76,0,121,133,812
ATH_037,2023-08-07,Rowing,11.49,93,0,110,123,917
ATH_037,2023-05-27,Rowing,14.18,130,0,125,142,1257
ATH_037,2023-05-22,Rowing,7.08,66,0,115,133,541
ATH_037,2024-06-04,Rowing,10.29,63,0,127,146,376
ATH_037,2023-12-02,Rowing,5.2,42,0,125,136,317
ATH_037,2023-03-02,Swimming,4.37,29,0,124,146,165
ATH_037,2024-10-12,Rowing,12.4,89,0,107,129,1123
ATH_037,2023-02-23,Rowing,15.2,131,0,140,162,660
ATH_037,2023-10-03,Running,18.84,103,60,128,138,744
ATH_037,2024-04-21,Rowing,17.82,134,0,148,161,1468
ATH_037,2023-10-26,Rowing,6.82,29,0,122,141,328
ATH_037,2023-01-19,Rowing,17.16,145,0,129,145,1233
ATH_037,2023-03-03,Rowing,13.52,71,0,115,127,583
ATH_037,2024-10-14,Rowing,5,24,0,116,134,176
