athlete_id,date,energy_level,motivation_level,stress_level,overall_mood,notes
ATH_044,2024-12-17,5,10,4,7,
ATH_044,2023-03-05,9,5,1,10,
ATH_044,2024-07-02,7,7,9,6,Struggled with motivation
ATH_044,2023-08-15,7,3,3,5,
ATH_044,2024-09-07,5,9,1,8,Recovery day needed
ATH_044,2023-01-20,2,4,10,6,
ATH_044,2024-08-18,1,10,3,6,
ATH_044,2023-09-12,3,2,5,4,
ATH_044,2023-07-24,4,10,6,6,Tired from yesterday
ATH_044,2024-11-24,3,5,8,2,
ATH_044,2024-03-17,4,1,5,6,Tired from yesterday
ATH_044,2024-10-05,10,2,10,8,
ATH_044,2023-11-23,9,6,9,5,
ATH_044,2023-08-26,3,2,1,1,
ATH_044,2023-11-07,9,3,1,8,Feeling strong
ATH_044,2024-09-30,10,3,2,6,Felt great today
ATH_044,2024-01-29,10,10,8,3,
ATH_044,2023-06-09,4,3,9,3,Feeling strong
ATH_044,2023-10-16,4,5,8,3,
ATH_044,2024-01-24,1,6,2,10,Struggled with motivation
ATH_044,2024-09-19,7,7,6,10,Feeling strong
ATH_044,2023-11-24,3,7,2,7,Felt great today
ATH_044,2023-11-15,2,7,3,2,
ATH_044,2023-12-25,3,10,8,7,Recovery day needed
ATH_044,2023-11-07,1,5,5,8,Feeling strong
ATH_044,2023-08-16,1,10,3,9,Struggled with motivation
ATH_045,2024-10-09,9,5,1,8,
ATH_045,2023-08-16,8,3,5,5,Good training session
ATH_045,2024-09-06,3,9,6,6,
ATH_045,2024-03-18,10,10,6,4,Recovery day needed
ATH_045,2023-07-30,8,2,9,5,Good training session
ATH_045,2023-10-28,9,2,9,6,
ATH_045,2024-04-25,3,9,2,6,
ATH_045,2023-05-25,4,9,5,6,
ATH_045,2023-10-25,1,6,3,9,
ATH_045,2023-01-28,10,10,5,5,Tired from yesterday
ATH_045,2023-05-09,8,10,3,5,
ATH_045,2023-07-17,2,1,3,8,
ATH_045,2023-01-05,10,6,4,9,
ATH_045,2024-07-31,9,9,5,8,Good training session
ATH_045,2023-12-27,5,8,2,9,
ATH_045,2024-12-10,1,2,6,5,
ATH_045,2023-09-16,4,4,8,5,Good training session
ATH_045,2023-08-10,2,4,2,6,Recovery day needed
ATH_045,2023-12-02,6,3,9,1,
ATH_045,2023-03-20,5,8,6,9,
ATH_045,2024-01-07,9,4,2,3,Felt great today
ATH_045,2024-01-09,6,10,3,7,Feeling strong
ATH_045,2023-10-31,8,1,5,4,
ATH_045,2024-04-12,10,5,2,4,
ATH_045,2024-04-18,2,8,6,4,
ATH_045,2024-11-22,6,2,8,6,
ATH_045,2023-02-03,8,10,10,3,Good training session
ATH_045,2024-10-24,8,2,2,3,Good training session
ATH_045,2023-07-25,7,7,8,8,Feeling strong
ATH_045,2023-04-14,8,6,8,3,
ATH_045,2023-12-31,1,2,7,4,
ATH_045,2023-09-29,8,10,8,8,
ATH_045,2024-01-16,9,7,6,7,Struggled with motivation
ATH_045,2024-09-18,8,6,3,9,
ATH_045,2024-07-14,9,9,1,8,
ATH_045,2023-07-01,8,10,3,7,
ATH_045,2023-01-25,3,9,1,4,
ATH_045,2024-07-27,4,9,1,5,
ATH_045,2024-03-06,4,4,4,2,Tired from yesterday
ATH_045,2024-04-15,1,9,4,5,
ATH_045,2024-11-20,5,2,4,7,
ATH_045,2024-11-06,2,1,2,8,
ATH_045,2023-06-28,4,10,5,7,
ATH_045,2023-06-01,1,9,5,5,
ATH_045,2023-10-24,4,8,8,2,
ATH_045,2023-08-31,6,8,6,5,Tired from yesterday
ATH_045,2024-04-02,6,8,4,7,
ATH_045,2023-02-07,4,7,4,5,
ATH_045,2023-07-11,4,4,8,4,Tired from yesterday
ATH_045,2023-02-10,4,5,9,6,Tired from yesterday
ATH_045,2024-08-24,8,10,8,1,
ATH_045,2023-02-08,1,3,3,4,
ATH_045,2023-04-21,10,5,2,7,Good training session
ATH_045,2024-07-09,3,8,10,6,
ATH_045,2024-09-21,2,2,7,8,
ATH_045,2023-12-13,5,10,9,1,
ATH_045,2024-02-22,4,5,5,8,
ATH_046,2024-07-29,9,5,4,6,
ATH_046,2023-04-14,8,3,7,6,
ATH_046,2024-05-13,6,5,4,7,
ATH_046,2024-09-24,1,8,2,5,
ATH_046,2023-02-08,7,9,2,2,Good training session
ATH_046,2023-02-17,3,2,1,5,Felt great today
ATH_046,2023-12-23,6,9,4,6,
ATH_046,2023-05-15,2,3,1,6,
ATH_046,2024-09-17,7,9,1,6,
ATH_046,2024-08-09,5,3,6,1,
ATH_046,2023-02-07,4,5,9,6,
ATH_046,2023-06-29,6,8,9,7,
ATH_046,2024-08-30,4,5,1,6,
ATH_046,2024-04-02,8,2,9,3,Good training session
ATH_046,2023-10-13,10,3,9,5,
ATH_046,2023-11-02,2,8,5,10,
ATH_046,2023-06-13,5,9,2,6,
ATH_046,2023-02-10,3,7,8,5,
ATH_046,2024-04-14,4,3,4,4,
ATH_046,2024-08-17,3,1,1,8,
ATH_046,2024-10-12,9,4,7,8,
ATH_046,2024-02-12,7,2,5,10,
ATH_046,2023-11-22,10,10,1,4,
ATH_046,2024-07-11,3,5,9,5,
ATH_046,2024-07-19,9,10,1,7,
ATH_046,2024-11-03,7,1,2,10,
ATH_046,2024-08-30,6,9,3,8,Good training session
ATH_046,2024-01-11,4,5,3,7,
ATH_046,2024-10-21,2,6,5,6,
ATH_046,2024-04-21,8,5,8,5,
ATH_046,2023-10-30,5,2,4,4,
ATH_046,2023-12-10,5,3,3,6,Struggled with motivation
ATH_046,2023-06-13,1,2,9,4,Recovery day needed
ATH_046,2023-06-01,9,10,6,9,
ATH_046,2023-08-06,4,7,4,7,
ATH_046,2023-07-30,9,5,10,5,
ATH_046,2024-06-29,3,1,9,2,
ATH_046,2024-08-18,4,1,4,9,Struggled with motivation
ATH_046,2023-02-19,3,8,2,7,
ATH_046,2023-09-29,8,1,9,4,
ATH_046,2023-12-09,6,3,5,8,
ATH_046,2023-12-18,9,8,1,5,
ATH_046,2023-09-24,4,2,6,8,Tired from yesterday
ATH_046,2024-03-05,5,7,9,3,
ATH_046,2024-06-26,4,5,7,7,Felt great today
ATH_046,2023-12-17,3,7,5,5,Feeling strong
ATH_046,2023-08-16,9,4,10,2,
ATH_046,2023-10-30,1,10,9,3,
ATH_046,2023-05-02,5,5,1,9,
ATH_046,2023-08-12,2,2,8,4,
ATH_046,2024-11-04,6,1,10,9,
ATH_046,2024-10-02,10,6,10,3,Recovery day needed
ATH_046,2024-11-25,3,4,10,7,Feeling strong
ATH_046,2024-04-06,10,6,7,5,
ATH_046,2023-08-21,2,6,1,9,
ATH_046,2024-10-12,6,6,4,8,
ATH_046,2024-09-08,9,6,7,10,
ATH_046,2023-05-01,2,8,3,5,
ATH_046,2023-05-04,10,9,9,3,
ATH_046,2024-08-27,7,9,4,4,
ATH_046,2024-04-03,7,6,6,7,
ATH_046,2023-11-12,1,9,8,8,
ATH_046,2023-11-22,2,2,8,4,
ATH_046,2024-01-06,7,8,9,8,
ATH_046,2023-06-17,9,6,2,6,Struggled with motivation
ATH_046,2024-01-21,8,7,3,6,
ATH_046,2024-10-18,5,5,5,7,
ATH_046,2023-12-01,1,8,2,7,Good training session
ATH_046,2023-03-07,9,6,5,8,
ATH_046,2024-06-13,2,6,8,1,Feeling strong
ATH_046,2024-04-28,7,3,7,8,Feeling strong
ATH_046,2024-09-10,1,8,2,6,Felt great today
ATH_047,2024-01-27,9,10,9,6,
ATH_047,2023-04-10,10,8,6,9,
ATH_047,2023-03-30,3,7,6,8,Good training session
ATH_047,2024-01-15,5,9,7,6,Recovery day needed
ATH_047,2023-01-27,10,6,1,3,Good training session
ATH_047,2024-09-12,7,8,7,3,Felt great today
ATH_047,2023-04-02,8,5,9,1,Recovery day needed
ATH_047,2023-02-05,8,5,5,5,
ATH_047,2024-07-02,9,2,1,5,
ATH_047,2023-02-16,5,7,8,4,
ATH_047,2024-03-14,2,4,7,5,
ATH_047,2024-01-09,10,9,1,6,Feeling strong
ATH_047,2024-04-29,5,2,8,6,Struggled with motivation
ATH_047,2023-12-04,8,4,7,8,
ATH_047,2024-01-02,8,2,8,7,
ATH_047,2023-05-22,4,4,10,1,
ATH_047,2023-09-08,6,7,3,8,
ATH_047,2024-05-31,2,8,5,8,
ATH_047,2023-05-11,7,5,6,7,Felt great today
ATH_047,2023-03-21,4,2,2,8,Good training session
ATH_047,2023-07-27,5,9,5,6,Recovery day needed
ATH_047,2024-08-19,7,9,2,9,
ATH_047,2023-08-28,10,2,5,5,
ATH_047,2024-03-28,5,9,5,4,
ATH_047,2023-10-12,9,8,1,6,Tired from yesterday
ATH_047,2024-07-20,8,9,6,7,Recovery day needed
ATH_047,2023-12-09,8,9,1,9,
ATH_047,2023-04-25,6,10,3,7,
ATH_047,2023-09-25,4,7,3,5,Felt great today
ATH_047,2023-04-26,8,8,2,7,
ATH_047,2024-04-29,2,1,8,5,Felt great today
ATH_047,2023-12-27,7,10,5,6,
ATH_047,2023-08-11,10,7,8,6,Recovery day needed
ATH_047,2023-12-31,10,9,10,7,Recovery day needed
ATH_047,2023-06-16,2,4,5,5,
ATH_047,2023-10-18,10,10,7,3,
ATH_047,2023-08-15,6,4,8,4,
ATH_047,2023-01-31,1,7,10,2,
ATH_047,2023-10-25,7,6,2,8,
ATH_047,2024-11-03,6,9,10,4,
ATH_047,2023-04-09,3,4,8,1,Felt great today
ATH_047,2024-06-01,5,2,3,6,
ATH_047,2023-09-05,2,3,2,6,
ATH_047,2023-10-27,8,4,3,7,
ATH_047,2023-10-02,9,7,2,6,Recovery day needed
ATH_047,2024-10-22,4,10,7,8,Tired from yesterday
ATH_047,2023-02-04,2,1,8,5,
ATH_047,2023-05-14,8,2,5,7,
ATH_047,2024-08-08,9,10,4,6,Recovery day needed
ATH_047,2024-04-15,5,7,5,7,
ATH_047,2024-12-17,8,4,10,4,
ATH_047,2024-10-10,7,1,3,6,
ATH_047,2024-03-17,6,10,2,4,
ATH_047,2023-08-21,4,9,4,8,Good training session
ATH_047,2024-01-01,10,4,4,9,
ATH_047,2023-11-23,9,3,4,2,
ATH_047,2023-06-29,7,10,10,2,Struggled with motivation
ATH_047,2024-08-04,6,7,8,5,
ATH_047,2023-01-02,2,9,3,7,
ATH_047,2023-09-21,10,2,8,3,
ATH_047,2023-01-30,1,6,1,6,
ATH_048,2024-12-29,6,4,5,8,Good training session
ATH_048,2024-04-14,4,1,2,10,
ATH_048,2024-09-12,2,6,8,4,Recovery day needed
ATH_048,2024-01-07,3,9,3,4,
ATH_048,2023-04-04,3,5,6,4,
ATH_048,2024-04-29,4,10,3,4,Struggled with motivation
ATH_048,2024-12-20,2,10,6,4,
ATH_048,2023-08-09,6,2,4,8,
ATH_048,2023-08-28,4,2,1,5,Good training session
ATH_048,2023-11-11,7,9,8,8,Good training session
ATH_048,2023-09-04,5,6,6,3,
ATH_048,2024-11-20,1,9,8,4,Feeling strong
ATH_048,2024-08-09,5,6,5,6,Good training session
ATH_048,2023-04-05,8,6,2,6,
ATH_048,2024-02-19,6,2,1,3,
ATH_048,2024-08-04,7,10,5,3,Good training session
ATH_048,2023-03-16,8,7,8,8,Feeling strong
ATH_048,2023-01-10,4,9,6,5,
ATH_048,2023-02-17,5,3,4,6,Tired from yesterday
ATH_048,2023-03-03,1,7,10,1,
ATH_048,2024-03-06,6,8,5,8,
ATH_048,2024-11-26,8,10,5,4,
ATH_048,2024-04-05,9,4,1,5,
ATH_048,2024-02-22,9,4,2,5,
ATH_048,2024-09-10,8,2,2,5,Feeling strong
ATH_048,2023-01-31,7,3,3,7,Recovery day needed
ATH_048,2023-06-04,2,6,2,5,Good training session
ATH_048,2023-07-01,8,6,6,6,
ATH_048,2024-08-06,6,1,5,7,
ATH_048,2024-01-01,5,1,2,7,
ATH_048,2023-05-27,4,3,8,4,
ATH_048,2023-09-13,2,8,5,8,
ATH_048,2024-11-08,5,5,10,2,
ATH_048,2023-06-04,5,1,1,8,Struggled with motivation
ATH_048,2024-12-20,7,7,6,5,Struggled with motivation
ATH_048,2023-08-27,6,4,3,6,
ATH_048,2023-04-01,10,10,10,3,Felt great today
ATH_048,2023-02-17,9,1,7,7,Felt great today
ATH_048,2024-07-17,4,7,9,1,
ATH_048,2024-10-15,2,10,6,5,Felt great today
ATH_048,2023-10-12,10,8,5,5,
ATH_048,2024-11-04,7,9,6,7,
ATH_048,2024-12-17,2,9,7,7,Feeling strong
ATH_048,2024-12-09,3,7,3,5,Good training session
ATH_048,2024-02-11,8,9,2,8,
ATH_048,2024-01-13,10,7,7,6,Felt great today
ATH_048,2024-08-12,3,4,4,1,Felt great today
ATH_048,2024-09-20,2,2,8,8,Recovery day needed
ATH_048,2023-04-13,5,10,10,3,
ATH_048,2023-05-23,6,5,8,4,
ATH_048,2024-11-26,7,5,9,5,
ATH_048,2023-06-10,9,9,9,5,
ATH_048,2024-08-07,1,3,2,4,
ATH_048,2024-05-10,10,7,2,6,
ATH_048,2024-11-23,5,8,9,5,
ATH_048,2024-09-25,3,7,8,4,
ATH_048,2024-02-02,1,3,7,5,
ATH_048,2024-10-01,4,4,6,5,
ATH_048,2023-05-08,3,8,3,8,Recovery day needed
ATH_048,2024-07-10,4,2,8,6,
ATH_048,2023-06-28,2,7,9,3,
ATH_048,2023-05-07,1,10,8,4,
ATH_048,2024-03-31,2,4,6,4,
ATH_048,2024-09-27,4,10,5,6,
ATH_048,2023-11-23,1,8,2,8,
ATH_048,2024-12-25,10,5,7,3,
ATH_048,2023-02-05,5,10,6,1,
ATH_048,2024-03-03,7,3,5,6,
ATH_048,2023-01-09,3,2,7,8,
ATH_048,2024-04-01,7,7,9,3,
ATH_048,2023-08-16,4,7,9,1,Felt great today
ATH_048,2023-02-09,6,8,1,5,
ATH_048,2024-08-23,7,2,4,7,
ATH_048,2024-05-10,8,4,1,8,
ATH_048,2023-03-10,7,3,2,7,
ATH_048,2024-07-16,9,2,10,1,
ATH_048,2024-09-16,1,1,5,5,Good training session
ATH_049,2023-10-20,4,1,7,5,
ATH_049,2023-02-21,7,10,7,4,Good training session
ATH_049,2024-03-18,6,2,9,1,
ATH_049,2023-06-04,4,7,7,10,Good training session
ATH_049,2023-07-31,6,6,10,4,
ATH_049,2023-12-30,1,2,10,6,
ATH_049,2024-01-16,1,6,8,4,
ATH_049,2023-03-26,3,7,6,4,
ATH_049,2023-02-11,1,1,6,7,
ATH_049,2023-03-11,4,3,8,1,Good training session
ATH_049,2023-07-03,5,2,3,9,
ATH_049,2023-09-12,5,4,3,7,
ATH_049,2024-10-28,7,10,10,5,Feeling strong
ATH_049,2024-08-03,6,10,4,6,
ATH_049,2024-09-01,10,9,10,6,
ATH_049,2023-06-16,6,4,9,5,
ATH_049,2024-05-12,2,5,5,4,
ATH_049,2023-11-23,3,1,3,5,
ATH_049,2024-06-28,3,9,7,5,
ATH_049,2024-09-22,1,1,7,7,Good training session
ATH_049,2023-09-02,10,10,5,10,
ATH_049,2023-04-30,9,4,5,4,
ATH_049,2023-03-30,9,7,3,8,
ATH_049,2024-02-26,5,2,2,7,
ATH_049,2023-01-22,6,6,8,5,Felt great today
ATH_049,2023-06-11,5,2,10,4,Struggled with motivation
ATH_049,2023-07-29,2,6,5,8,Good training session
ATH_049,2023-12-28,1,7,2,6,Good training session
ATH_049,2023-09-25,8,9,9,5,
ATH_049,2023-04-20,9,1,8,3,
ATH_049,2024-08-30,3,3,10,2,
ATH_049,2024-09-15,10,2,10,5,
ATH_049,2024-03-05,4,2,6,7,
ATH_049,2024-10-14,5,3,10,3,
ATH_049,2024-02-22,7,10,5,4,
ATH_049,2023-11-27,1,6,7,5,
ATH_049,2023-05-27,4,5,2,6,
ATH_049,2023-09-29,2,4,2,7,Good training session
ATH_049,2024-04-11,4,6,3,7,
ATH_049,2023-08-15,6,9,1,7,Good training session
ATH_049,2023-10-11,2,1,3,7,Felt great today
ATH_049,2023-09-04,5,2,6,5,Recovery day needed
ATH_050,2024-03-22,10,3,7,6,
ATH_050,2024-11-19,3,5,6,6,
ATH_050,2024-09-04,6,5,4,6,
ATH_050,2023-10-06,3,4,4,6,
ATH_050,2023-04-13,4,4,4,4,Struggled with motivation
ATH_050,2024-10-13,5,3,5,5,
ATH_050,2023-04-05,8,10,10,2,Feeling strong
ATH_050,2024-01-29,5,9,3,7,
ATH_050,2023-11-04,5,1,1,7,
ATH_050,2023-07-12,5,8,6,7,
ATH_050,2023-10-24,7,9,3,8,
ATH_050,2023-03-21,10,2,10,8,
ATH_050,2024-12-08,10,7,4,7,
ATH_050,2024-07-29,6,10,5,9,Struggled with motivation
ATH_050,2023-04-30,10,5,4,7,Recovery day needed
ATH_050,2023-05-25,7,2,7,6,
ATH_050,2024-07-21,7,5,7,5,Good training session
ATH_050,2023-10-22,7,1,2,6,
ATH_050,2024-08-16,6,10,4,6,
ATH_050,2023-03-13,10,9,5,6,
ATH_050,2024-10-09,4,10,3,6,
ATH_050,2024-12-19,3,10,8,3,
ATH_050,2024-08-20,10,8,1,7,
ATH_050,2023-08-23,4,1,2,7,
ATH_050,2024-06-01,4,7,8,5,
ATH_050,2024-05-29,1,7,5,8,
ATH_050,2024-10-13,6,4,7,6,
ATH_050,2023-04-16,5,10,7,3,Good training session
ATH_050,2023-08-27,8,4,4,6,Feeling strong
ATH_050,2024-12-06,3,10,10,5,Struggled with motivation
ATH_050,2023-11-02,6,8,3,5,
ATH_050,2024-05-04,3,9,4,8,
ATH_050,2024-12-21,5,8,4,8,
ATH_050,2024-04-21,5,2,2,9,Feeling strong
ATH_050,2023-09-17,2,2,2,4,
ATH_050,2024-11-12,9,4,6,3,
ATH_050,2023-10-28,6,3,6,7,
ATH_050,2024-11-12,6,2,9,3,
ATH_050,2023-09-27,3,6,1,6,
ATH_050,2024-10-31,6,3,1,5,
ATH_050,2023-02-09,3,8,9,5,
ATH_050,2024-02-02,4,9,9,5,
ATH_050,2023-03-02,4,10,1,7,
ATH_050,2023-06-15,7,5,9,7,
ATH_050,2023-01-30,7,1,9,3,
ATH_050,2024-08-03,10,7,5,6,
ATH_050,2023-12-10,9,1,3,9,Good training session
ATH_050,2023-01-26,4,10,10,6,
ATH_050,2023-02-21,4,1,7,5,Struggled with motivation
ATH_050,2023-03-12,2,9,1,5,
ATH_050,2024-06-15,3,9,1,9,Good training session
ATH_050,2024-08-01,6,7,8,1,
ATH_050,2023-03-05,2,7,7,6,Tired from yesterday
ATH_050,2024-08-04,7,8,5,8,
ATH_050,2024-02-08,4,10,8,9,
ATH_050,2023-03-21,1,7,9,9,
ATH_050,2023-10-21,4,9,5,7,
ATH_050,2023-02-11,1,1,3,9,
ATH_050,2023-01-05,8,3,5,9,Feeling strong
ATH_050,2023-12-22,5,8,6,5,
ATH_050,2024-11-06,4,9,2,4,Recovery day needed
ATH_050,2024-03-20,1,10,2,6,
ATH_050,2024-08-01,5,10,1,10,
ATH_050,2023-09-07,6,8,9,2,Feeling strong
ATH_050,2023-08-21,7,2,2,8,
ATH_050,2024-09-24,2,8,5,6,
ATH_050,2024-10-08,9,1,9,5,
ATH_050,2023-11-16,6,9,4,7,
ATH_050,2023-10-30,4,9,9,1,
ATH_050,2023-07-22,6,1,3,7,Struggled with motivation
ATH_050,2023-08-10,4,1,7,7,
ATH_050,2023-04-22,6,10,2,7,
ATH_050,2023-08-16,5,2,3,5,Feeling strong
ATH_050,2023-11-15,5,4,9,6,Struggled with motivation
ATH_050,2024-08-13,4,8,3,3,
ATH_050,2024-09-26,10,7,1,6,
ATH_050,2023-02-02,3,3,10,4,
ATH_050,2023-05-06,5,1,7,5,
ATH_050,2024-06-13,8,6,1,9,
ATH_050,2023-04-07,9,5,8,4,
ATH_050,2024-09-01,7,6,2,4,
ATH_050,2024-07-12,10,3,8,5,
ATH_050,2024-04-12,6,3,1,8,
ATH_050,2023-04-15,5,2,8,3,
ATH_050,2023-05-13,4,6,9,2,Tired from yesterday
ATH_050,2023-09-10,9,9,6,10,
ATH_050,2024-02-06,4,6,5,7,
ATH_050,2023-11-26,7,6,1,8,
ATH_050,2023-08-21,3,7,2,6,Good training session
ATH_050,2024-09-18,3,9,8,5,Good training session
ATH_050,2023-10-30,5,10,6,10,
ATH_050,2023-05-15,4,6,10,1,
ATH_050,2023-01-17,1,7,7,8,Feeling strong
ATH_050,2023-10-17,4,9,5,7,Felt great today
ATH_050,2023-11-09,9,2,9,2,
ATH_050,2024-08-23,1,8,4,5,
ATH_050,2024-02-10,4,4,4,3,
ATH_050,2023-06-07,10,5,5,9,
ATH_050,2023-06-21,8,3,7,10,Feeling strong
ATH_050,2024-09-15,9,4,4,6,
ATH_051,2023-05-05,9,1,8,7,
ATH_051,2024-08-12,10,5,4,4,Tired from yesterday
ATH_051,2024-09-14,5,1,4,8,Feeling strong
ATH_051,2024-10-01,1,4,6,8,
ATH_051,2023-05-09,2,5,8,7,
ATH_051,2024-12-22,4,9,8,9,
ATH_051,2023-11-12,3,5,4,3,Feeling strong
ATH_051,2024-03-22,8,8,2,8,
ATH_051,2024-03-01,4,8,4,7,
ATH_051,2023-07-29,10,1,7,8,
ATH_051,2024-04-02,5,6,1,9,
ATH_051,2023-01-03,10,10,4,4,
ATH_051,2023-04-22,2,2,3,7,
ATH_051,2024-10-17,6,8,4,6,
ATH_051,2024-10-10,7,9,8,8,Recovery day needed
ATH_051,2023-09-02,2,8,5,8,
ATH_051,2023-05-14,4,6,9,8,
ATH_051,2024-09-30,10,4,10,6,
ATH_051,2023-02-12,8,1,2,5,Tired from yesterday
ATH_051,2023-07-18,8,2,6,6,
ATH_051,2024-06-01,6,10,6,10,Feeling strong
ATH_051,2024-09-06,7,3,3,9,Struggled with motivation
ATH_051,2023-12-20,5,4,5,7,
ATH_051,2024-01-25,2,9,8,5,Good training session
ATH_051,2024-11-28,2,4,6,6,
ATH_051,2023-09-19,4,9,7,3,Recovery day needed
ATH_051,2024-09-02,5,7,5,5,Felt great today
ATH_051,2023-04-30,10,1,6,6,
ATH_051,2024-09-07,7,3,5,6,
ATH_051,2024-01-01,8,3,10,4,
ATH_051,2024-04-23,8,5,3,8,
ATH_051,2023-12-06,10,3,7,7,Tired from yesterday
ATH_051,2024-09-08,8,5,3,6,
ATH_051,2024-07-20,9,6,10,8,
ATH_051,2023-08-01,6,7,7,5,Recovery day needed
ATH_051,2023-06-22,3,7,9,4,Tired from yesterday
ATH_051,2024-06-02,7,3,2,6,
ATH_051,2024-09-22,5,7,8,3,Struggled with motivation
ATH_051,2024-04-19,2,1,8,4,
ATH_051,2023-04-13,2,10,1,7,
ATH_051,2023-09-16,9,1,10,6,Recovery day needed
ATH_051,2023-06-17,1,4,8,3,Feeling strong
ATH_051,2024-11-21,2,8,8,3,
ATH_051,2024-10-11,1,3,9,6,
ATH_051,2023-07-12,2,7,1,6,Feeling strong
ATH_051,2024-03-20,1,1,5,5,
ATH_051,2023-01-02,10,6,1,9,Tired from yesterday
ATH_051,2023-02-22,4,8,5,2,Recovery day needed
ATH_051,2023-02-24,9,7,4,9,Tired from yesterday
ATH_051,2023-05-08,5,6,6,4,Feeling strong
ATH_051,2024-06-27,8,1,10,2,
ATH_051,2023-06-18,4,6,6,6,Good training session
ATH_051,2024-04-26,3,7,10,7,
ATH_051,2023-11-17,4,10,6,8,
ATH_051,2023-06-09,6,8,9,5,Good training session
ATH_051,2024-07-03,5,8,3,9,
ATH_051,2024-12-03,1,2,8,5,
ATH_051,2023-03-31,4,7,4,7,
ATH_051,2023-03-29,7,7,10,2,Good training session
ATH_051,2023-05-30,5,3,6,1,
ATH_051,2023-03-22,5,10,5,8,
ATH_051,2023-06-07,9,7,10,9,
ATH_051,2024-07-25,5,10,9,7,
ATH_051,2024-05-26,2,10,5,9,
ATH_051,2023-03-03,6,10,4,3,Tired from yesterday
ATH_051,2023-10-10,3,1,4,8,
ATH_051,2023-11-29,4,10,6,8,
ATH_051,2024-02-18,1,4,10,7,Felt great today
ATH_051,2024-03-05,9,9,3,3,Good training session
ATH_051,2024-11-28,3,7,2,6,
ATH_051,2024-03-29,1,7,10,5,
ATH_051,2024-05-12,6,2,10,4,Tired from yesterday
ATH_051,2024-11-23,8,8,7,9,
ATH_051,2023-03-29,6,3,3,6,
ATH_051,2024-08-16,4,3,1,8,Feeling strong
ATH_051,2024-06-26,9,8,6,6,Feeling strong
ATH_051,2023-05-12,8,5,1,9,
ATH_051,2023-08-14,2,4,10,7,
ATH_051,2024-05-28,8,4,1,3,Tired from yesterday
ATH_051,2023-11-25,7,3,10,3,Recovery day needed
ATH_051,2024-11-18,2,5,8,9,
ATH_051,2024-06-24,5,7,9,4,
ATH_051,2024-07-13,4,9,7,8,
ATH_051,2023-03-24,6,1,9,7,Felt great today
ATH_051,2023-09-09,2,9,4,5,
ATH_051,2024-11-04,10,6,5,6,
ATH_051,2024-11-23,7,6,5,6,
ATH_051,2024-02-26,6,9,10,4,Struggled with motivation
ATH_051,2024-03-10,10,6,3,9,Felt great today
ATH_051,2023-06-22,10,8,9,5,Good training session
ATH_051,2023-09-28,4,7,7,7,
ATH_051,2024-02-25,4,2,4,6,
ATH_051,2023-01-07,1,5,5,8,
ATH_051,2023-03-31,5,8,2,5,
ATH_051,2023-07-15,6,4,6,5,
ATH_051,2023-03-02,6,1,2,7,Struggled with motivation
ATH_051,2023-08-30,9,6,2,5,
ATH_051,2023-02-13,8,8,6,2,
ATH_051,2024-11-06,6,4,7,7,
ATH_052,2023-03-31,8,10,3,6,
ATH_052,2024-01-24,10,7,7,3,
ATH_052,2024-06-02,5,6,9,3,Good training session
ATH_052,2023-04-23,8,6,5,2,
ATH_052,2024-07-21,1,10,6,8,Good training session
ATH_052,2024-04-07,10,1,1,6,Felt great today
ATH_052,2023-09-07,6,7,8,4,Recovery day needed
ATH_052,2023-01-25,7,7,9,3,Struggled with motivation
ATH_052,2023-06-07,9,8,4,9,
ATH_052,2023-04-30,5,4,6,8,Feeling strong
ATH_052,2023-11-21,8,5,9,1,
ATH_052,2023-01-12,10,1,6,7,
ATH_052,2023-02-21,6,2,4,3,
ATH_052,2024-04-30,8,4,10,4,
ATH_052,2024-06-09,8,8,3,5,
ATH_052,2023-09-28,1,9,10,7,
ATH_052,2023-04-21,10,4,2,10,Struggled with motivation
ATH_052,2024-05-06,5,6,6,6,
ATH_052,2024-09-01,10,4,9,4,
ATH_052,2023-12-06,7,10,10,4,Felt great today
ATH_052,2024-09-03,9,6,4,5,
ATH_052,2024-08-23,5,8,7,4,
ATH_052,2024-09-03,10,10,6,6,Recovery day needed
ATH_052,2023-12-29,6,7,10,6,
ATH_052,2024-08-29,9,7,8,1,
ATH_052,2024-10-15,3,7,3,5,
ATH_052,2024-10-03,1,3,3,7,
ATH_052,2023-04-04,3,10,2,6,
ATH_052,2023-11-28,6,9,1,6,Recovery day needed
ATH_052,2024-05-24,8,4,1,4,
ATH_052,2024-07-17,2,5,2,4,
ATH_052,2024-05-18,10,8,10,5,Good training session
ATH_052,2024-03-16,9,3,2,9,
ATH_052,2024-09-03,6,3,7,9,
ATH_052,2023-06-28,10,7,9,6,
ATH_052,2024-09-19,10,9,5,3,
ATH_052,2023-11-06,8,1,2,10,
ATH_052,2023-09-21,6,10,8,9,
ATH_053,2024-05-06,3,10,2,9,
ATH_053,2024-07-24,3,2,3,10,
ATH_053,2024-02-08,5,4,9,2,
ATH_053,2023-08-07,4,3,9,2,Good training session
ATH_053,2024-07-27,10,5,9,6,
ATH_053,2023-06-30,7,9,6,3,Feeling strong
ATH_053,2023-02-17,5,10,4,10,
ATH_053,2024-09-05,6,2,8,5,Feeling strong
ATH_053,2023-11-14,10,10,6,7,Felt great today
ATH_053,2024-03-13,1,7,4,9,
ATH_053,2023-03-11,6,7,7,7,
ATH_053,2023-08-09,9,8,7,6,
